word,count
you,359
the,288
it,187
mhm,173
I,167
a,152
that,133
in,129
okay,116
what,104
is,103
that's,103
your,93
gonna,91
oh,91
on,90
one,84
there,84
to,84
put,80
don't,71
no,67
do,63
it's,62
and,61
think,61
this,61
are,56
yeah,54
see,51
have,50
me,50
can,48
you're,47
here,46
not,46
right,41
go,40
,37
get,37
some,37
for,34
where,33
did,32
too,32
why,32
with,32
like,30
yes,30
good,28
all,27
hmm,27
thank_you,27
up,27
now,26
want,26
well,26
better,25
my,25
of,25
play,25
where's,25
write,25
I'll,24
out,24
over,24
let's,23
Pete,22
know,22
she,22
at,21
huh,21
more,21
take,21
they,21
they're,21
we,21
I'm,20
big,20
just,20
so,20
them,20
uhhuh,20
was,20
very,19
wan,19
Peter,18
back,18
ta,18
what's,18
xxx,18
be,17
does,17
two,17
let,16
toys,16
away,15
baby,15
come,15
he,15
make,15
mm,15
then,15
any,14
d,14
down,14
fire,14
foot,14
those,14
thought,14
but,13
can't,13
have_to,13
here's,13
horse,13
how,13
little,13
people,13
there's,13
these,13
which,13
eat,12
her,12
milk,12
change,11
got,11
money,11
need,11
picture,11
alright,10
another,10
circle,10
doctor,10
hand,10
if,10
look,10
other,10
paper,10
sure,10
use,10
when,10
color,9
daddy,9
em,9
give,9
hard,9
hurt,9
mommy,9
much,9
remember,9
ride,9
room,9
she's,9
we'll,9
again,8
bath,8
boat,8
bring,8
car,8
drink,8
engine,8
he's,8
help,8
his,8
nice,8
off,8
push,8
shoes,8
store,8
wait,8
water,8
way,8
we're,8
an,7
bed,7
boy,7
by,7
didn't,7
feet,7
five,7
food,7
guess,7
guitar,7
high,7
left,7
looks,7
maybe,7
minute,7
open,7
small,7
something,7
table,7
trunk,7
what're,7
who's,7
Patsy,6
around,6
awoh,6
bigger,6
broken,6
cow,6
dance,6
different,6
dragon,6
end,6
going,6
has,6
hit,6
home,6
it'll,6
our,6
pen,6
pretty,6
rug,6
three,6
tire,6
were,6
won't,6
would,6
wrong,6
ya,6
Longport,5
about,5
am,5
animals,5
bag,5
birthday,5
could,5
daddy's,5
doesn't,5
doing,5
egg,5
flies,5
hammer,5
hey,5
idea,5
living,5
mommy's,5
motorcycle,5
mustard,5
o,5
page,5
pencil,5
pocketbook,5
really,5
run,5
said,5
same,5
shall,5
slide,5
sock,5
still,5
thing,5
time,5
uh,5
watch,5
who,5
work,5
yum,5
a_lot_of,4
after,4
air,4
airplane,4
bad,4
behind,4
both,4
buggy,4
called,4
castle,4
chair,4
coming,4
cradle,4
dancing,4
dirty,4
dune,4
everything,4
flat,4
floor,4
getting,4
goes,4
happened,4
house,4
hurts,4
isn't,4
keep,4
letter,4
many,4
might,4
mine,4
nap,4
ones,4
or,4
pennies,4
place,4
plastic,4
pretend,4
ready,4
rest,4
sand,4
sit,4
sleep,4
though,4
tic_tac_toe,4
toast,4
today,4
top,4
triangle,4
try,4
wear,4
will,4
wipe,4
wood,4
you've,4
yours,4
I'd,3
I've,3
Lynn,3
New_York,3
all_gone,3
ambulance,3
baby's,3
been,3
bit,3
blow,3
bus,3
buy,3
c,3
cake,3
calf,3
call,3
careful,3
catsup,3
changed,3
chips,3
close,3
comes,3
crayon,3
dog,3
drinking,3
ears,3
eggs,3
exactly,3
far,3
find,3
fingers,3
finished,3
fix,3
frisbee,3
from,3
full,3
fun,3
girl,3
hands,3
haven't,3
head,3
hospital,3
hot,3
hungry,3
leave,3
leg,3
looking,3
lost,3
mess,3
name,3
name's,3
pocket,3
psh,3
refrigerator,3
seven,3
shoe,3
shorts,3
sick,3
side,3
sing,3
smile,3
snap,3
sneakers,3
song,3
spill,3
square,3
squeeze,3
stand,3
steps,3
taking,3
tell,3
tie,3
touch,3
turn,3
um,3
us,3
walk,3
welcome,3
went,3
whose,3
writing,3
yep,3
you'd,3
yourself,3
Friday,2
Jennifer's,2
Jenny,2
Nana,2
Noah,2
Volkswagen,2
afraid,2
almost,2
already,2
animal,2
anything,2
ark,2
asleep,2
backwards,2
bacon,2
barrels,2
beach,2
bear,2
before,2
blue,2
box,2
break,2
breakfast,2
broke,2
brought,2
busy,2
candles,2
car's,2
cars,2
caught,2
children,2
chip,2
comfortable,2
crayons,2
dear,2
delicious,2
doin,2
door,2
draw,2
dropped,2
else,2
ever,2
eye,2
finish,2
fit,2
fly,2
four,2
furniture,2
game,2
gas,2
gentle,2
gets,2
goin,2
had,2
happen,2
has_to,2
heard,2
herself,2
hi,2
him,2
hold,2
homes,2
inside,2
jump,2
keys,2
kind,2
kit,2
lately,2
later,2
le,2
lose,2
map,2
mean,2
mind,2
minutes,2
monster,2
mother,2
must,2
napkin,2
next,2
nope,2
nothing,2
oh_my_goodness,2
one's,2
only,2
oops,2
order,2
ouch,2
out_of,2
particular,2
pat,2
piano,2
piece,2
pills,2
plant,2
please,2
point,2
purse,2
quite,2
railroad,2
reason,2
rectangle,2
rich,2
riding,2
roller,2
safer,2
sauces,2
sausage,2
say,2
saying,2
scissors,2
screw,2
shake,2
should,2
skates,2
smaller,2
sort,2
spare,2
squeak,2
stay,2
sticking,2
street,2
subway,2
summer,2
tail,2
talking,2
taxi,2
thirsty,2
tight,2
til,2
times,2
took,2
trapped,2
trash,2
trip,2
ugly,2
vacation,2
wasteful,2
wearing,2
whew,2
while,2
winning,2
wonder,2
yellow,2
yet,2
zup,2
Bill,1
Doctor,1
Hentschke,1
Jennifer,1
Loi,1
Lois'll,1
Lyn,1
Nana's,1
Pat,1
Petes,1
Pop_pop,1
Sean,1
Sean's,1
able,1
actually,1
afternoon,1
ahead,1
airplanes,1
airport,1
amount,1
anybody,1
anyway,1
apartment,1
aren't,1
ball,1
balls,1
bat,1
because,1
beds,1
begin,1
beginning,1
belong,1
beside,1
besides,1
biggest,1
bike,1
bills,1
binoculars,1
birthday's,1
boats,1
boom,1
borrow,1
bounce,1
bouncing,1
bringing,1
build,1
bunny,1
button,1
calling,1
camera,1
carry,1
check,1
chest,1
chin,1
clean,1
clothes,1
cold,1
color's,1
colors,1
colt,1
comment,1
considerate,1
cookie,1
cookies,1
corner,1
couldn't,1
cow's,1
crown,1
cups,1
cutting,1
dangerous,1
day,1
desk,1
die,1
disappear,1
drawers,1
drive,1
driver,1
driving,1
drum,1
drums,1
eating,1
eight,1
either,1
elephant,1
empty,1
engine's,1
enough,1
eternally,1
even,1
exhausted,1
eyes,1
face,1
fall,1
fancy,1
feather,1
feel,1
fell,1
filled,1
finger,1
fireman,1
fold,1
follow,1
front,1
funny,1
gave,1
giddyup,1
grateful,1
grown,1
ha,1
hair,1
hardly,1
