word,count
you,321
the,315
it,225
a,145
what,137
that,132
that's,125
I,115
in,110
mhm,107
there,85
is,84
put,84
okay,80
to,75
on,73
one,73
xxx,71
it's,65
oh,64
right,60
no,58
want,51
gonna,49
me,49
don't,48
for,48
this,47
well,47
you're,46
are,45
back,45
see,44
do,43
what's,42
thank_you,41
think,40
take,39
yeah,39
and,38
can,38
go,38
get,35
your,35
good,34
with,34
not,32
like,30
we,29
here,28
hmm,28
now,28
uhhuh,27
where,27
box,26
did,26
make,26
car,25
off,25
ta,25
where's,25
they,24
what're,24
have,23
very,23
why,23
coffee,22
Peter,21
about,21
bag,21
some,21
tape,21
them,21
turn,21
big,20
doing,19
know,19
too,19
up,19
finished,18
look,18
more,18
pen,18
wheels,18
Pete,17
going,17
let's,17
train,17
all,16
barrels,16
little,16
mm,16
other,16
another,15
can't,15
if,15
just,15
there's,15
write,15
I'll,14
need,14
was,14
were,14
would,14
yes,14
yet,14
circle,13
home,13
how,13
looking,13
mommy,13
way,13
who's,13
writing,13
find,12
goes,12
house,12
saying,12
they're,12
Patsy,11
bring,11
let,11
of,11
out,11
screwdriver,11
thought,11
together,11
two,11
wheel,11
Lois,10
Patsy's,10
bolt,10
huh,10
mama,10
milk,10
my,10
paper,10
people,10
recorder,10
slide,10
we're,10
who,10
away,9
cup,9
didn't,9
does,9
down,9
floor,9
have_to,9
her,9
hold,9
magazine,9
ride,9
she,9
time,9
under,9
we'll,9
I'm,8
baby,8
backwards,8
be,8
careful,8
empty,8
first,8
head,8
living,8
nice,8
open,8
pocketbook,8
pretzel,8
room,8
those,8
top,8
what'd,8
ask,7
boy,7
but,7
come,7
em,7
got,7
isn't,7
light,7
one's,7
over,7
pens,7
play,7
ready,7
said,7
screw,7
so,7
sugar,7
sure,7
throw,7
at,6
awoh,6
brrmm,6
card,6
circles,6
doesn't,6
draw,6
enough,6
everything,6
girl,6
hard,6
he,6
help,6
lunch,6
maybe,6
picture,6
should,6
side,6
sit,6
tell,6
Jennifer's,5
all_gone,5
almost,5
alright,5
an,5
barrel,5
better,5
both,5
choo,5
different,5
door,5
fell,5
fit,5
funny,5
happened,5
here's,5
hey,5
horse,5
keep,5
lady,5
mama's,5
matter,5
much,5
new,5
oop,5
pencil,5
piece,5
please,5
pretty,5
putting,5
stir,5
then,5
uh,5
us,5
use,5
walk,5
wants,5
watch,5
whose,5
anything,4
around,4
because,4
close,4
could,4
daddy,4
dirty,4
fix,4
give,4
hands,4
has,4
hear,4
hug,4
idea,4
inside,4
kind,4
man,4
oops,4
pretzels,4
riding,4
say,4
something,4
steering,4
thing,4
things,4
tiny,4
tomorrow,4
toy,4
toys,4
tree,4
when,4
which,4
ya,4
I'd,3
again,3
any,3
apple,3
aren't,3
behind,3
bigger,3
by,3
bye,3
caught,3
closed,3
coming,3
cookie,3
delicious,3
diaper,3
doggie,3
dots,3
else,3
face,3
food,3
giving,3
having,3
he's,3
heavy,3
him,3
honey,3
keys,3
last,3
leave,3
lives,3
looks,3
lucky,3
making,3
night,3
out_of,3
pull,3
push,3
shall,3
snowing,3
soom,3
still,3
stop,3
table,3
talking,3
tea,3
thick,3
truck,3
um,3
valentine,3
wait,3
went,3
while,3
won't,3
work,3
yellow,3
you'll,3
Jennifer,2
Jenny,2
Lois's,2
a_lot_of,2
ahead,2
ball,2
bed,2
bless,2
bottom,2
brief,2
bus,2
case,2
chimney,2
couch,2
cream,2
deal,2
desk,2
dinner,2
dribble,2
drive,2
easy,2
egg,2
eight,2
engine,2
far,2
fire,2
forty,2
getting,2
harder,2
his,2
hole,2
hood,2
horsie,2
hurt,2
lady's,2
larger,2
late,2
later,2
leg,2
lemon,2
made,2
mattress,2
mean,2
minute,2
misery,2
mommy's,2
morning,2
mumbling,2
next_to,2
number,2
orange,2
outside,2
ow,2
park,2
pick,2
place,2
quiet,2
red,2
remember,2
roll,2
show,2
slot,2
small,2
smaller,2
smart,2
stay,2
stick,2
test,2
they'll,2
though,2
til,2
tissue,2
took,2
tower,2
traded,2
trains,2
trash,2
trouble,2
understand,2
wallet,2
wanted,2
welcome,2
where'd,2
wipe,2
wire,2
works,2
yesterday,2
you'd,2
yyy,2
zoo,2
Claus,1
Peter's,1
Santa,1
accident,1
after,1
ah,1
alike,1
alone,1
already,1
always,1
answer,1
asked,1
attached,1
awake,1
b,1
bad,1
barrel's,1
basket,1
beautiful,1
beginning,1
besides,1
between,1
bird,1
birds,1
blue,1
boat,1
boats,1
bolts,1
boom,1
boop,1
breakfast,1
briefcase,1
bright,1
brought,1
brown,1
button,1
c,1
came,1
candy,1
carry,1
chair,1
character,1
cheek,1
chocolate,1
cleaned,1
climb,1
climbing,1
closet,1
coat,1
coats,1
couldn't,1
daddy's,1
dear,1
decorated,1
delivery,1
difference,1
distract,1
disturb,1
disturbing,1
done,1
drew,1
drink,1
driving,1
each_other,1
easier,1
eat,1
elevator,1
engine's,1
eye,1
fall,1
falling,1
fast,1
feed,1
few,1
figure,1
finish,1
fits,1
following,1
foot,1
forget,1
forgotten,1
found,1
four,1
from,1
funnier,1
g,1
garbage,1
gave,1
gently,1
girl's,1
gives,1
glove,1
gloves,1
gone,1
gotta,1
green,1
guess,1
hall,1
hammer,1
hand,1
handle,1
handle's,1
hat,1
heard,1
helped,1
hi,1
hit,1
hitting,1
hope,1
hot,1
into,1
itself,1
job,1
kinda,1
listen,1
live,1
losing,1
lot,1
makes,1
man's,1
many,1
marked,1
medicine,1
memory,1
mess,1
minutes,1
mistake,1
mommies,1
mouth,1
move,1
must,1
nap,1
next,1
nope,1
nothing,1
old,1
ones,1
ooomp,1
or,1
ouch,1
our,1
p,1
pants,1
paper's,1
particular,1
passes,1
pencils,1
phone,1
playing,1
plays,1
plug,1
plugged,1
point,1
pointing,1
possibly,1
pretended,1
pretending,1
probably,1
proud,1
pure,1
pushed,1
reaching,1
read,1
real,1
really,1
reason,1
reformed,1
refrigerator,1
remembered,1
rip,1
rollerskate,1
rug,1
she's,1
shopping,1
shut,1
sick,1
since,1
smoke,1
sneezed,1
snow,1
somewhere,1
soon,1
sorry,1
speak,1
spilled,1
spin,1
spoiled,1
spot,1
ssh,1
starting,1
stepped,1
stepping,1
stove,1
stuck,1
such,1
suddenly,1
suit,1
supposed,1
taking,1
telephone,1
thank,1
thoughtful,1
trading,1
trying,1
turned,1
tv,1
uhuh,1
upon,1
used,1
valentines,1
waiting,1
waking,1
wasn't,1
ways,1
we've,1
wet,1
whispering,1
who're,1
whoops,1
will,1
window,1
windows,1
windshield,1
won,1
wonder,1
word,1
wow,1
yep,1
you've,1
yourself,1
yup,1
