word,count
the,202
you,187
what,160
a,132
it,118
see,116
that,115
I,88
do,72
look,70
Eric,65
what's,64
are,57
to,57
in,55
is,52
that's,50
and,41
at,40
did,40
here,39
sit,39
one,38
put,38
no,37
man,35
on,35
let's,34
this,34
me,33
nice,31
down,30
hello,28
little,28
want,28
oh,27
there,27
your,27
house,26
shall,26
car,25
doing,25
going,25
it's,25
we,25
more,23
have,22
can,21
where's,21
book,20
give,20
build,18
come,18
go,18
happened,18
help,18
machine,18
make,18
noise,18
ball,17
bucket,17
horsie,17
where,17
another,16
don't,16
like,16
over,16
read,16
turn,16
window,16
sheep,15
skunk,15
I'll,14
again,14
all_gone,14
blocks,14
get,14
toys,14
up,14
yes,14
clown,13
cold,13
find,13
kiss,13
with,13
you're,13
clean,12
let,12
okay,12
truck,12
we'll,12
yyy,12
Daddy,11
all,11
around,11
away,11
baby,11
big,11
can't,11
have_to,11
lamb,11
other,11
ride,11
there's,11
watch,11
he,10
heavy,10
right,10
take,10
together,10
apart,9
bear,9
bring,9
cookie,9
dog,9
floor,9
for,9
kangaroo,9
now,9
shoe,9
block,8
cat,8
good,8
here's,8
hey,8
his,8
too,8
you'll,8
belly,7
cars,7
door,7
fit,7
goes,7
gonna,7
not,7
open,7
out,7
play,7
a_lot_of,6
be,6
hand,6
later,6
or,6
rock,6
them,6
two,6
were,6
any,5
black,5
box,5
busy,5
button,5
cleaning,5
does,5
fall,5
got,5
hi,5
hmm,5
mole,5
off,5
outside,5
quick,5
seat,5
show,5
sitting,5
so,5
back,4
bed,4
break,4
bye,4
byebye,4
cleaner,4
close,4
doggie,4
else,4
hat,4
hear,4
him,4
hold,4
know,4
last,4
lollipop,4
makes,4
milk,4
mommy,4
nose,4
pretty,4
shoes,4
telephone,4
these,4
those,4
toy,4
very,4
well,4
wheel,4
who,4
wiping,4
bang,3
bear's,3
blanket,3
chair,3
cow,3
eating,3
fish,3
he's,3
horse,3
keep,3
lady,3
listen,3
looking,3
mouse,3
of,3
out_of,3
pacifier,3
please,3
pop,3
rabbit,3
seal,3
stand,3
talk,3
taxi,3
thank_you,3
tongue,3
try,3
turning,3
Bear,2
Benny,2
I'm,2
Mommy,2
Mommy's,2
about,2
bead,2
beads,2
before,2
better,2
brought,2
cherries,2
didn't,2
drum,2
eagle,2
eh,2
everything,2
first,2
flowers,2
fox,2
full,2
funny,2
gave,2
goose,2
has,2
head,2
helping,2
hitting,2
how,2
hug,2
if,2
just,2
lambs,2
left,2
lots_of,2
matter,2
maybe,2
much,2
my,2
need,2
peekaboo,2
pushed,2
pushing,2
rides,2
say,2
squirrel,2
stuck,2
such,2
teddy,2
thing,2
think,2
three,2
we're,2
whale,2
which,2
while,2
yeah,2
Eric's,1
He's,1
It's,1
Koko,1
Thak,1
afraid,1
air,1
alright,1
always,1
ant,1
anymore,1
anything,1
attach,1
bag,1
basket,1
because,1
birdie,1
blowing,1
books,1
boom,1
boy,1
brrr,1
brush,1
bunny,1
buttons,1
calf,1
came,1
cares,1
carpet,1
carry,1
cart,1
caught,1
clowns,1
conditioner,1
cry,1
dog's,1
drive,1
dusting,1
eyes,1
face,1
far,1
feeding,1
foot,1
forgot,1
found,1
gone,1
hair,1
hay,1
her,1
horsie's,1
hose,1
hurray,1
hurt,1
instead,1
isn't,1
leave,1
lets,1
likes,1
lion,1
lives,1
looks,1
lost,1
lotion,1
man's,1
might,1
mine,1
mm,1
mommy's,1
mustn't,1
page,1
part,1
pee,1
pence,1
phone's,1
pin,1
playing,1
pulling,1
push,1
ran,1
reach,1
remembered,1
ringing,1
rocks,1
room,1
runs,1
saw,1
saying,1
second,1
seen,1
seep,1
set,1
should,1
sing,1
sits,1
six,1
some,1
something,1
song,1
sport,1
spray,1
stick,1
still,1
ta,1
then,1
there're,1
they,1
they're,1
things,1
through,1
throw,1
touch,1
trade,1
uh,1
uhhuh,1
uhoh,1
under,1
vacuum,1
wagon,1
was,1
way,1
what'd,1
when,1
where'd,1
white,1
who's,1
whole,1
word,1
would,1
xxx,1
yo,1
you've,1
