word,count
you,455
the,403
it,260
a,245
I,191
what,177
in,167
is,151
that,146
it's,136
okay,135
to,123
oh,120
that's,118
one,99
gonna,92
not,92
and,89
mhm,86
well,85
don't,84
can,83
put,82
think,76
no,72
are,71
see,67
want,67
on,63
your,63
this,62
all,61
now,61
them,60
do,59
go,58
we,58
why,57
with,57
her,56
here,55
like,54
right,54
little,53
there,53
uhhuh,53
for,52
have,51
just,50
yeah,45
did,43
me,42
she,41
take,41
they're,39
too,39
be,38
of,38
you're,38
xxx,37
baby,36
ta,36
they,36
because,35
good,35
what's,34
Pete,33
Peter,33
up,33
big,32
she's,32
where,32
hmm,31
know,31
get,30
he,30
ones,30
have_to,28
how,28
play,28
yes,28
back,27
but,27
if,27
so,27
when,26
out,25
we'll,25
Lucy,24
over,24
small,24
was,24
way,24
build,23
cow,23
down,23
house,23
red,23
room,23
Jenny,22
can't,22
let's,22
I'll,21
I'm,21
around,21
could,21
horse,21
another,20
didn't,20
looking,20
order,20
time,20
bag,19
daddy,19
em,19
huh,19
nice,19
something,19
then,19
tunnel,19
very,19
yet,19
about,18
come,18
give,18
leave,18
need,18
people,18
were,18
who,18
bed,17
blocks,17
car,17
help,17
maybe,17
mm,17
those,17
would,17
away,16
does,16
he's,16
home,16
some,16
these,16
who's,16
fence,15
isn't,15
make,15
still,15
us,15
blue,14
got,14
looks,14
or,14
toy,14
uh,14
where's,14
yellow,14
look,13
mommy,13
more,13
other,13
there's,13
toys,13
tractor,13
yyy,13
doesn't,12
him,12
my,12
together,12
will,12
happened,11
really,11
rectangle,11
thought,11
what're,11
won't,11
Patsy,10
closet,10
let,10
move,10
which,10
baby's,9
close,9
first,9
idea,9
long,9
off,9
our,9
same,9
say,9
scare,9
side,9
stay,9
two,9
we're,9
Betsy,8
any,8
aren't,8
bigger,8
bring,8
carry,8
coming,8
doing,8
goes,8
guess,8
guinea,8
his,8
hook,8
kind,8
man,8
new,8
nose,8
only,8
piece,8
pig,8
pretty,8
round,8
size,8
somebody,8
square,8
sure,8
tomorrow,8
Lois,7
at,7
before,7
box,7
broken,7
building,7
crayons,7
else,7
fire,7
front,7
guitar,7
many,7
noise,7
pull,7
said,7
sing,7
sleep,7
step,7
strange,7
tell,7
three,7
triangle,7
Jenny's,6
Lucy's,6
alright,6
asleep,6
awoh,6
bath,6
bit,6
boots,6
boy,6
built,6
comes,6
eating,6
enough,6
fell,6
fit,6
from,6
going,6
had,6
last,6
lots_of,6
mean,6
open,6
pencil,6
pet,6
remember,6
ride,6
scared,6
start,6
thing,6
use,6
wait,6
wanted,6
wasn't,6
wheels,6
whose,6
wolf,6
after,5
almost,5
an,5
anymore,5
as,5
bad,5
basketball,5
better,5
color,5
different,5
find,5
hi,5
horsie,5
keep,5
might,5
milk,5
mine,5
name,5
next,5
nothing,5
one's,5
outside,5
pouch,5
putting,5
reach,5
saddle,5
space,5
thank_you,5
though,5
today,5
tonight,5
tower,5
train,5
try,5
went,5
Luc's,4
again,4
airplane,4
ask,4
behind,4
blanket,4
block,4
blow,4
carriage,4
doggie,4
doll,4
done,4
draw,4
drive,4
driving,4
ears,4
fast,4
filled,4
friend,4
fun,4
funny,4
hard,4
has,4
hit,4
hurry,4
inside,4
living,4
middle,4
mouth,4
night,4
pen,4
pigs,4
playing,4
school,4
she'll,4
should,4
show,4
stop,4
string,4
tail,4
things,4
trailer,4
tree,4
visit,4
walk,4
wants,4
worry,4
you've,4
Betsy's,3
Jennifer,3
Ridgewood,3
ah,3
all_gone,3
already,3
apart,3
awake,3
barn,3
beds,3
bite,3
bottom,3
came,3
cars,3
circle,3
coat,3
completely,3
cowboy,3
cows,3
cradle,3
door,3
end,3
ever,3
everything,3
eyes,3
fits,3
folded,3
found,3
getting,3
green,3
hand,3
has_to,3
hear,3
heavy,3
hold,3
holes,3
honey,3
hurt,3
it'll,3
left,3
making,3
mama,3
mask,3
minute,3
oop,3
ouch,3
out_of,3
own,3
paper,3
pick,3
please,3
poor,3
probably,3
railroad,3
rain,3
ready,3
riding,3
saw,3
scaring,3
screw,3
screws,3
shopping,3
sides,3
sleeping,3
stairs,3
stand,3
table,3
tape,3
than,3
their,3
through,3
til,3
tire,3
told,3
took,3
top,3
tractor's,3
trip,3
trunk,3
turn,3
until,3
upside,3
w,3
wall,3
wear,3
when're,3
wooden,3
wouldn't,3
wrong,3
you'd,3
yours,3
I'd,2
Jersey,2
Loi,2
New_York,2
Patsy's,2
a_lot_of,2
able,2
actually,2
ahhah,2
air,2
anybody,2
anything,2
anyway,2
awfully,2
babies,2
backwards,2
ball,2
barrel,2
barrels,2
bell,2
belongs,2
black,2
bologna,2
bus,2
certainly,2
chair,2
change,2
check,2
chimney,2
christmas,2
closed,2
cold,2
confusing,2
cookie,2
corner,2
country,2
cow's,2
crying,2
cut,2
daddy's,2
diaper,2
dolls,2
drawing,2
dumped,2
excited,2
fall,2
family,2
farmhouse,2
feet,2
finished,2
fish,2
fixed,2
forgot,2
forwards,2
gentle,2
haven't,2
heard,2
high,2
hole,2
hooked,2
jack,2
kitchen,2
knock,2
land,2
lettuce,2
lift,2
live,2
lunch,2
magazine,2
meet,2
men,2
mind,2
missing,2
mix,2
mommy's,2
mother,2
moved,2
moving,2
must,2
nap,2
narrow,2
never,2
noises,2
once,2
ours,2
picking,2
pig's,2
plastic,2
played,2
point,2
problems,2
quite,2
rec,2
recorder,2
rest,2
roof,2
row,2
s,2
scary,2
seat,2
shoe,2
shoes,2
short,2
shorter,2
slide,2
so_that,2
somebody's,2
someone,2
somewhere,2
song,2
spits,2
stack,2
stage,2
stayed,2
steering,2
steps,2
strong,2
tables,2
taking,2
talking,2
tent,2
that'll,2
they'd,2
they'll,2
thirteen,2
throw,2
thumb,2
tie,2
tiger,2
tools,2
towers,2
trade,2
turning,2
under,2
wet,2
wh,2
where're,2
while,2
wolf's,2
work,2
works,2
write,2
Ernie,1
I've,1
Jen,1
Jenny'll,1
Lois'll,1
Lois's,1
Luc,1
Lucy_goosy,1
M_and_M's,1
Pat's,1
Peter's,1
Philadelphia,1
adding,1
afraid,1
ago,1
ahead,1
air's,1
alone,1
along,1
alrightie,1
also,1
always,1
am,1
animal,1
animals,1
answering,1
as_well,1
asked,1
ate,1
awhile,1
basket,1
bazaar,1
been,1
bench,1
beside,1
bib,1
biggest,1
blasted,1
bolt,1
both,1
boy's,1
breathe,1
brought,1
bump,1
busy,1
button,1
buttons,1
buy,1
buzzer,1
by,1
calf,1
call,1
called,1
calling,1
car's,1
care,1
careful,1
carrying,1
cats,1
chairs,1
changed,1
chest,1
choose,1
class's,1
clothes,1
cold's,1
condition,1
cookies,1
cooperative,1
corners,1
couch,1
country's,1
couple,1
crayon,1
dangerous,1
dark,1
deal,1
delicious,1
dessert,1
dinner,1
dirty,1
disappeared,1
disappointed,1
disaster,1
disorder,1
dog,1
doorbell,1
drawers,1
drop,1
dropped,1
each_other,1
ear,1
easy,1
eat,1
eighteen,1
either,1
el,1
elevator,1
engine,1
even,1
every,1
everybody,1
everybody's,1
everything'll,1
exactly,1
except,1
explosion,1
face,1
fairly,1
falling,1
father,1
feel,1
felt,1
fences,1
finding,1
finish,1
five,1
fix,1
fixing,1
flying,1
forward,1
foundation,1
four,1
friends,1
full,1
garage,1
gee,1
gets,1
giggles,1
girl,1
glad,1
glue,1
god,1
gone,1
gotten,1
grow,1
guy,1
half,1
hands,1
happen,1
happenend,1
happy,1
hasn't,1
hauling,1
he'll,1
head,1
headlights,1
helping,1
here's,1
herself,1
hey,1
hitting,1
holding,1
homes,1
hon,1
hood,1
horn,1
horse's,1
horsies,1
hungry,1
incredible,1
into,1
itself,1
jumping,1
knows,1
lady,1
late,1
lately,1
later,1
lean,1
learn,1
leaving,1
legs,1
lid,1
lifted,1
lifting,1
lines,1
listen,1
listens,1
load,1
lonely,1
looked,1
lose,1
lots,1
machine,1
made,1
makes,1
mama's,1
match,1
matter,1
meal,1
microphone,1
milking,1
moo,1
much,1
muscles,1
neatly,1
neck,1
next_to,1
nobody,1
nomadic,1
nope,1
nursery,1
onto,1
oops,1
others,1
pacifier,1
packed,1
paper's,1
park,1
part,1
pat,1
pencils,1
penis,1
pens,1
peoples,1
pictures,1
place,1
places,1
plate,1
player,1
pocket,1
press,1
pretzel,1
problem,1
procedure,1
push,1
puts,1
quiet,1
quietly,1
r,1
raining,1
rather,1
rectangles,1
refrigerator,1
ring,1
rip,1
rows,1
run,1
sad,1
save,1
saved,1
saying,1
schools,1
scooter,1
scribbling,1
secret,1
seen,1
sell,1
seventy,1
shall,1
