word,count
you,169
the,165
it,163
I,67
in,61
there,60
mhm,59
that's,56
a,54
that,53
it's,52
don't,50
put,49
is,48
what,48
on,47
no,42
can,39
your,39
to,35
okay,33
see,32
me,31
right,31
think,31
are,29
oh,29
tape,27
we,25
gonna,24
not,24
barrette,23
here,23
now,23
thank_you,23
my,22
want,22
where's,21
bag,20
one,20
Peter,19
for,19
hair,19
sheep,19
you're,19
and,18
do,18
open,17
this,17
up,17
box,16
over,15
white,15
big,13
have_to,13
noisy,13
yet,13
all,12
finished,12
go,12
just,12
more,12
off,12
slide,12
there's,12
why,12
yes,12
black,11
doesn't,11
doing,11
down,11
have,11
house,11
know,11
like,11
look,11
push,11
so,11
let,10
of,10
throw,10
two,10
very,10
we're,10
where,10
yourself,10
but,9
could,9
leave,9
out,9
play,9
some,9
squeeze,9
take,9
those,9
too,9
wagon,9
Lois',8
airplane,8
closed,8
get,8
going,8
hurt,8
or,8
people,8
quiet,8
ta,8
them,8
uhhuh,8
yeah,8
I'll,7
any,7
awoh,7
be,7
come,7
did,7
fingers,7
floor,7
give,7
hmm,7
make,7
maybe,7
need,7
should,7
was,7
way,7
with,7
bring,6
can't,6
her,6
home,6
hot,6
long,6
mm,6
say,6
what's,6
who's,6
wind,6
woof,6
Lois,5
Patsy,5
Patsy's,5
about,5
ball,5
bright,5
bus,5
button,5
does,5
find,5
goes,5
happened,5
if,5
kind,5
lady,5
light,5
lying,5
mine,5
noise,5
pull,5
truck,5
turn,5
we'll,5
when,5
who,5
xxx,5
yours,5
another,4
baby,4
back,4
boy,4
broken,4
close,4
coffee,4
cow,4
fix,4
full,4
got,4
he,4
help,4
hole,4
how,4
it'll,4
little,4
mama,4
nope,4
other,4
pegs,4
piece,4
recorder,4
round,4
run,4
scarf,4
scissors,4
shall,4
small,4
tell,4
then,4
these,4
they're,4
top,4
toys,4
zoom,4
again,3
alright,3
as,3
barrettes,3
because,3
block,3
book,3
coat,3
crack,3
dog,3
egg,3
em,3
empty,3
eyes,3
filling,3
finger,3
gentle,3
hard,3
head,3
let's,3
lie,3
mother,3
nice,3
oop,3
pocket,3
putting,3
read,3
ride,3
says,3
shade,3
show,3
sleeping,3
somebody,3
tear,3
time,3
tricycle,3
tunnel,3
tv,3
under,3
where're,3
window,3
won't,3
would,3
I'm,2
at,2
away,2
bang,2
better,2
careful,2
comes,2
couch,2
didn't,2
face,2
fall,2
feet,2
first,2
funny,2
gloves,2
hall,2
hammer,2
harder,2
has,2
he's,2
hear,2
heavy,2
here's,2
hey,2
hi,2
hit,2
horse,2
huh,2
hurts,2
idea,2
isn't,2
looks,2
lots_of,2
making,2
matter,2
mirror,2
move,2
one's,2
part,2
plug,2
really,2
remember,2
rest,2
riding,2
rip,2
seesaw,2
shades,2
sometimes,2
somewhere,2
staring,2
started,2
sun,2
there're,2
touch,2
train,2
try,2
trying,2
um,2
unwinding,2
us,2
watch,2
which,2
woke,2
working,2
you'll,2
Jennifer,1
Pat,1
Pete,1
Peter's,1
ahead,1
almost,1
an,1
animals,1
anyway,1
apart,1
around,1
ask,1
baby's,1
before,1
behind,1
bench,1
bigger,1
blocks,1
blue,1
boat,1
boats,1
boomp,1
bouncing,1
break,1
bridge,1
brrm,1
build,1
buttons,1
calm,1
car,1
cars,1
catch,1
coats,1
coming,1
confused,1
crying,1
cup,1
cut,1
dinner,1
doggie,1
early,1
ears,1
end,1
everybody's,1
except,1
excuse,1
far,1
fell,1
filled,1
fit,1
fits,1
fixing,1
four,1
fragile,1
getting,1
girl,1
guess,1
had,1
hand,1
hands,1
having,1
helping,1
hiccups,1
hold,1
houses,1
index,1
interesting,1
keep,1
knock,1
knocked,1
last,1
learned,1
least,1
letting,1
lost,1
lot,1
made,1
makes,1
man,1
man's,1
may,1
men,1
microphone,1
microphone's,1
might,1
moo,1
mothers,1
mouse,1
much,1
must,1
needs,1
never,1
new,1
next_to,1
nose,1
nosy,1
oh_my_goodness,1
only,1
oops,1
opens,1
our,1
outside,1
pedals,1
pinkie,1
please,1
poor,1
press,1
pretty,1
principle,1
probably,1
puppet,1
purse,1
pushed,1
radiator,1
room,1
said,1
same,1
saw,1
saying,1
she,1
short,1
singing,1
sink,1
sit,1
sleep,1
smart,1
something,1
soon,1
start,1
stay,1
stepped,1
stick,1
stopped,1
sun's,1
supposed,1
talking,1
telephone,1
thanks,1
they,1
things,1
those're,1
though,1
thought,1
three,1
threw,1
throwing,1
thumb,1
tickle,1
til,1
tore,1
turning,1
uh,1
understand,1
use,1
wait,1
walk,1
wall,1
wants,1
well,1
what're,1
wheel,1
whose,1
will,1
winding,1
word,1
wow,1
wrong,1
yesterday,1
you've,1
yyy,1
