word,count
you,487
the,351
it,306
a,203
that,163
I,159
put,145
xxx,140
on,138
that's,131
there,128
in,126
what,122
okay,118
your,118
don't,109
to,108
gonna,87
is,83
mhm,83
see,83
and,82
go,82
right,79
want,78
no,75
you're,74
can,71
do,66
one,64
get,63
it's,63
out,62
Peter,61
here,59
not,59
oh,58
think,57
me,56
are,54
write,54
now,53
have,48
with,48
this,47
for,43
my,41
up,41
what's,40
yeah,40
car,39
hmm,39
uhhuh,38
like,36
I'm,35
let's,35
paper,35
down,34
pen,34
well,34
all,33
play,33
home,32
magazine,32
make,32
ta,32
back,31
too,31
take,30
toys,30
come,29
good,29
little,29
some,29
where,29
why,29
going,28
hair,28
know,28
away,27
where's,27
box,26
but,26
need,26
so,26
more,25
boy,24
did,24
I'll,23
at,23
off,23
tape,23
there's,23
yes,23
another,22
help,22
if,22
just,22
we're,22
Lois,21
Patsy,21
leave,21
over,21
show,21
turn,21
what're,21
Pete,20
be,20
he,20
mommy,20
yet,20
doing,19
look,19
would,19
big,18
close,18
give,18
how,18
huh,18
let,18
something,18
we,18
we'll,18
open,17
pocketbook,17
they,17
of,16
she,16
way,16
about,15
draw,15
her,15
or,15
ride,15
thank_you,15
Jenny,14
barrette,14
circle,14
egg,14
goes,14
he's,14
light,14
other,14
around,13
better,13
catch,13
hand,13
microphone,13
face,12
pencil,12
sure,12
was,12
any,11
bring,11
chips,11
finished,11
say,11
them,11
very,11
when,11
work,11
bologna,10
chicken,10
daddy,10
does,10
eat,10
getting,10
him,10
looking,10
nice,10
push,10
recorder,10
sit,10
these,10
Patsy's,9
came,9
doesn't,9
em,9
floor,9
hello,9
lips,9
maybe,9
plate,9
ready,9
said,9
then,9
truck,9
who's,9
baloney,8
because,8
careful,8
didn't,8
got,8
here's,8
milk,8
mouth,8
new,8
saying,8
should,8
slide,8
table,8
they're,8
time,8
watch,8
welcome,8
writing,8
alright,7
funny,7
happy,7
hey,7
hurt,7
isn't,7
it'll,7
pens,7
please,7
really,7
shall,7
were,7
who,7
Jennifer,6
again,6
alone,6
baby,6
beep,6
can't,6
cheek,6
cold,6
game,6
have_to,6
head,6
hear,6
house,6
hungry,6
hurts,6
many,6
one's,6
out_of,6
outside,6
people,6
set,6
sleepy,6
smoke,6
throw,6
tired,6
train,6
two,6
wants,6
what'd,6
wrong,6
all_gone,5
bit,5
bite,5
bus,5
buttons,5
by,5
circles,5
closed,5
crying,5
doggie,5
finish,5
fix,5
girl,5
gone,5
juice,5
lunch,5
making,5
might,5
mind,5
mine,5
noise,5
our,5
puzzle,5
room,5
seesaw,5
still,5
took,5
turned,5
uh,5
under,5
us,5
whole,5
wind,5
you'll,5
you've,5
zoo,5
after,4
animals,4
apron,4
ark,4
boring,4
dark,4
dinner,4
else,4
fell,4
gas,4
hold,4
looks,4
lost,4
mama,4
middle,4
my_goodness,4
never,4
oops,4
pottie,4
pretty,4
she's,4
side,4
supposed,4
their,4
there're,4
thing,4
thought,4
toot,4
top,4
toy,4
trying,4
understand,4
use,4
walk,4
window,4
won't,4
wouldn't,4
wow,4
you'd,4
air,3
almost,3
anything,3
aren't,3
awoh,3
bag,3
bbbm,3
been,3
before,3
bike,3
broken,3
button,3
chair,3
chapstick,3
chip,3
climb,3
coats,3
crash,3
daddy's,3
drink,3
dumb,3
empty,3
everything,3
feet,3
find,3
first,3
from,3
fun,3
gobble,3
guess,3
hard,3
has,3
hi,3
his,3
holes,3
horse's,3
into,3
kick,3
later,3
lean,3
lid,3
matter,3
may,3
medicine,3
mm,3
move,3
must,3
noisy,3
oop,3
piece,3
pocket,3
pulling,3
remember,3
roll,3
spare,3
station,3
stay,3
telephone,3
thinking,3
three,3
tire,3
together,3
trash,3
tree,3
wake,3
wheels,3
whether,3
works,3
yourself,3
I've,2
Jenny's,2
Loi,2
Lois',2
Lois's,2
Mr,2
Mrs,2
Peter's,2
afraid,2
already,2
am,2
an,2
barrettes,2
belongs,2
bet,2
boat,2
boom,2
both,2
boys,2
bracelet,2
brown,2
buses,2
bye,2
chimneys,2
coming,2
cookies,2
couch,2
could,2
count,2
cracking,2
cut,2
dancing,2
deep,2
desperation,2
doggies,2
drinking,2
driving,2
either,2
end,2
energy,2
enough,2
explicit,2
family's,2
favorite,2
fine,2
finger,2
fingers,2
fixed,2
food,2
g,2
garage,2
group,2
hands,2
having,2
hiccups,2
hiding,2
hit,2
holding,2
horse,2
how's,2
inside,2
keys,2
lady,2
lie,2
lights,2
lip,2
living,2
locked,2
lose,2
lot,2
made,2
mail,2
mama's,2
mean,2
minute,2
missed,2
much,2
name,2
nap,2
only,2
piano,2
pieces,2
playing,2
plenty,2
probably,2
pull,2
putting,2
quite,2
real,2
reason,2
saw,2
sharp,2
shouldn't,2
showed,2
sneezed,2
starving,2
stick,2
straight,2
stuck,2
sweater,2
swimming,2
talk,2
taste,2
tell,2
telling,2
than,2
that'll,2
things,2
through,2
today,2
tomorrow,2
tree's,2
trouble,2
unwinding,2
voice,2
wagon,2
wait,2
wash,2
wheel,2
where'd,2
where're,2
whose,2
will,2
winding,2
wonder,2
word,2
worse,2
ya,2
yours,2
yyy,2
Jackson,1
Lois'll,1
Mahalia,1
a_lot_of,1
able,1
acting,1
actually,1
advice,1
ah,1
ahead,1
airplane,1
airplane's,1
alligator,1
alligators,1
always,1
anyway,1
appetite,1
appreciate,1
argue,1
ask,1
asking,1
baby's,1
backing,1
backwards,1
bad,1
ball,1
barrette's,1
beautifier,1
beautiful,1
bed,1
beeping,1
besides,1
blue,1
bobby,1
book,1
book's,1
bored,1
bringing,1
brought,1
brrmm,1
buddy,1
burnt,1
bypass,1
cars,1
changed,1
character,1
cheered,1
choice,1
clean,1
coat,1
comes,1
compromise,1
connected,1
consistent,1
couple,1
cow,1
crowd,1
cry,1
curve,1
dakf,1
dance,1
dangerous,1
decision,1
delicious,1
diaper,1
dirty,1
dishes,1
done,1
donkey,1
doubt,1
drawing,1
dropped,1
dump,1
dumping,1
egg's,1
eggs,1
emptied,1
entering,1
even,1
everybody,1
except,1
excited,1
extra,1
eye,1
eyebrow,1
eyes,1
fall,1
family,1
far,1
fare,1
feel,1
feels,1
felt,1
finally,1
fit,1
flushed,1
foot's,1
forget,1
friend,1
front,1
funnier,1
fussing,1
future,1
garbage,1
giraffe,1
giving,1
glad,1
glutton,1
grip,1
h,1
had,1
hamburger,1
handed,1
happened,1
happening,1
has_to,1
heard,1
heavy,1
high,1
horseman,1
horsie,1
idea,1
ignoring,1
imagination,1
impressed,1
in_case,1
instead,1
interest,1
interesting,1
keep,1
kid,1
kids,1
kind,1
knows,1
lap,1
last,1
learned,1
lion,1
lions,1
live,1
lots,1
lots_of,1
love,1
lying,1
magazine's,1
magic,1
man,1
marker,1
message,1
mice,1
microphone's,1
mirror,1
mistaken,1
mommy's,1
money,1
monkey,1
monkeys,1
moo,1
morning,1
myself,1
n,1
needs,1
night,1
noises,1
nope,1
nose,1
often,1
oh_my_goodness,1
old,1
once,1
onto,1
oof,1
otherwise,1
own,1
p,1
page,1
park,1
parking,1
passengers,1
pennies,1
people's,1
pillow,1
pin,1
pocketbook's,1
pocketbooks,1
pockets,1
problem,1
pss,1
punishment,1
rather,1
recorder's,1
refrigerator,1
restless,1
rhymes,1
ring,1
rip,1
rubbing,1
rug,1
ruin,1
run,1
running,1
runway,1
salty,1
same,1
sandwich,1
save,1
says,1
second,1
seem,1
seems,1
selection,1
seven,1
shake,1
sharpie,1
shatter,1
sheep,1
short,1
showing,1
simple,1
since,1
sir,1
sister,1
situation,1
size,1
smart,1
smiles,1
smiling,1
smily,1
snowing,1
so_that,1
somebody,1
something's,1
sorry,1
speaking,1
spill,1
squeak,1
squeaky,1
squeeze,1
stage,1
starved,1
step,1
stepped,1
story,1
strangely,1
such,1
suppose,1
sweet,1
switching,1
t,1
talking,1
tall,1
tape's,1
te,1
teeny,1
tense,1
thank,1
thirty,1
those,1
though,1
thoughts,1
tie,1
tiger,1
tigers,1
trip,1
trucks,1
try,1
turning,1
typewriter,1
um,1
unglued,1
until,1
upside,1
upstairs,1
usually,1
vacation,1
walking,1
wanted,1
warm,1
wasn't,1
waving,1
wears,1
wee,1
went,1
whichever,1
while,1
whispering,1
wire,1
wire's,1
words,1
y,1
yesterday,1
yummy,1
