word,count
you,502
the,484
a,243
I,210
it,203
in,200
what,192
to,189
that,181
oh,159
is,156
okay,132
that's,125
there,123
on,98
think,95
it's,91
this,91
and,90
do,88
don't,83
mhm,82
did,71
can,68
here,68
like,68
now,68
go,66
yeah,65
me,64
put,64
see,64
are,63
well,63
get,61
what's,60
right,59
we,59
for,58
have,58
your,57
Peter,56
house,55
one,52
over,52
with,50
gonna,49
want,48
all,47
no,46
where,46
,44
come,43
she,42
going,40
not,40
he,39
room,39
good,36
some,36
my,35
just,34
little,34
you're,34
should,33
hmm,32
look,31
of,31
up,31
be,30
know,30
where's,30
bed,29
thank_you,29
bath,28
take,28
there's,28
too,28
I'm,27
uhhuh,27
why,27
would,27
back,26
boy,26
was,26
baby,25
doing,25
more,25
play,25
sit,25
yes,25
huh,24
if,24
them,24
train,24
very,24
who,24
Jenny,23
big,23
down,23
wan,23
Pete,22
baby's,22
maybe,22
Patsy,21
else,21
mm,21
people,21
time,21
who's,21
chair,20
here's,20
let's,20
table,20
they,20
can't,19
car,19
eat,19
home,19
how,19
out,19
so,19
breakfast,18
he's,18
watch,18
bag,17
daddy,17
does,17
mommy,17
or,17
at,16
friend,16
got,16
happened,16
make,16
motorcycle,16
those,16
write,16
I'll,15
again,15
another,15
could,15
paper,15
television,15
xxx,15
Lois,14
away,14
door,14
guitar,14
him,14
pretty,14
say,14
turn,14
wants,14
Bill,13
Lynn,13
any,13
but,13
didn't,13
draw,13
his,13
outside,13
toys,13
about,12
chairs,12
goes,12
help,12
living,12
playing,12
said,12
they're,12
top,12
Nana,11
better,11
blocks,11
closet,11
her,11
hey,11
kitchen,11
nice,11
out_of,11
we'll,11
what're,11
whoops,11
bring,10
choo,10
fell,10
furniture,10
need,10
picture,10
sure,10
talk,10
these,10
truck,10
uh,10
way,10
almost,9
couch,9
engine,9
everybody,9
from,9
hamburgers,9
hello,9
hungry,9
keys,9
left,9
looks,9
name,9
other,9
shall,9
shoes,9
sleep,9
went,9
were,9
when,9
Nana's,8
box,8
clean,8
coming,8
finished,8
fire,8
hard,8
have_to,8
hear,8
idea,8
microphone,8
our,8
pocketbook,8
she's,8
sink,8
taking,8
wall,8
we're,8
which,8
won't,8
Harley,7
Patsy's,7
an,7
careful,7
d,7
dinner,7
ever,7
heavy,7
hot,7
locked,7
mommy's,7
move,7
off,7
open,7
push,7
ride,7
something,7
stove,7
tape,7
thought,7
tired,7
use,7
I've,6
Jennifer,6
a_lot_of,6
alright,6
ask,6
barrel,6
beep,6
bigger,6
build,6
doesn't,6
funny,6
hi,6
hurt,6
knock,6
lady,6
light,6
lock,6
lunch,6
mind,6
nap,6
new,6
noise,6
