word,count
you,321
the,278
it,246
what,105
I,89
a,87
that,82
put,81
in,80
is,80
your,78
that's,69
xxx,68
do,66
on,64
it's,57
can,52
gonna,49
Peter,47
see,47
don't,46
this,46
to,45
okay,44
there,44
car,42
back,41
oh,41
take,40
and,39
now,37
have_to,36
me,35
mhm,35
you're,35
think,34
one,33
go,31
all,30
no,28
screw,28
have,27
here,27
truck,26
we,26
yeah,26
off,25
open,24
right,24
wheel,24
are,23
down,23
get,22
them,22
want,22
wheels,21
not,20
other,20
out,20
did,19
more,19
why,19
way,18
what's,18
where's,18
can't,17
help,17
over,17
screwdriver,17
turn,17
box,16
come,16
fix,16
like,16
my,16
big,15
her,15
where,15
,14
bring,14
finger,14
how,14
know,14
away,13
for,13
let,13
mm,13
mouth,13
bag,12
give,12
goes,12
ring,12
too,12
toys,12
we're,12
what're,12
with,12
daddy,11
does,11
doing,11
funny,11
he,11
little,11
need,11
of,11
stuck,11
tire,11
we'll,11
well,11
would,11
around,10
at,10
good,10
ride,10
they,10
uhhuh,10
wan,10
yyy,10
I'll,9
I'm,9
Jennifer,9
but,9
cookie,9
drive,9
just,9
let's,9
say,9
she,9
should,9
some,9
thumb,9
very,9
when,9
who's,9
about,8
awoh,8
didn't,8
going,8
hmm,8
hurt,8
if,8
nice,8
play,8
seat,8
shopping,8
thank_you,8
then,8
those,8
unscrew,8
up,8
apart,7
be,7
bolt,7
dump,7
eat,7
goin,7
lady,7
man,7
new,7
roll,7
side,7
sit,7
tape,7
teeth,7
two,7
us,7
yes,7
again,6
an,6
another,6
cars,6
dark,6
eating,6
em,6
fingers,6
front,6
happened,6
has,6
home,6
light,6
look,6
name,6
or,6
out_of,6
pieces,6
really,6
saying,6
show,6
steering,6
these,6
they're,6
tower,6
uh,6
was,6
who,6
beep,5
came,5
close,5
enough,5
finished,5
garage,5
he's,5
hi,5
huh,5
lights,5
make,5
many,5
move,5
piece,5
pull,5
push,5
slide,5
so,5
stop,5
string,5
wet,5
wrench,5
wrong,5
yet,5
Lois,4
baby,4
else,4
find,4
first,4
girl,4
got,4
guess,4
hard,4
hood,4
horse,4
inside,4
isn't,4
looking,4
mouse,4
oops,4
people,4
please,4
she's,4
showing,4
taking,4
turned,4
under,4
upside,4
what'd,4
woof,4
California,3
Patsy's,3
Volkswagen,3
airplane,3
anymore,3
behind,3
bird,3
bit,3
both,3
carry,3
cold,3
corner,3
could,3
crying,3
d,3
doesn't,3
face,3
finish,3
floor,3
found,3
full,3
gone,3
hand,3
has_to,3
hear,3
here's,3
hey,3
imitate,3
into,3
it'll,3
looks,3
making,3
maybe,3
microphone,3
oop,3
opens,3
our,3
outside,3
piano,3
picture,3
pretty,3
putting,3
riding,3
rings,3
said,3
shall,3
shoes,3
shows,3
sitting,3
sleeping,3
spit,3
sure,3
table,3
talking,3
there's,3
tiny,3
use,3
watch,3
wearing,3
were,3
which,3
wrinkled,3
wrist,3
you'll,3
yourself,3
yucky,3
Jack,2
Patsy,2
alright,2
anything,2
before,2
bolts,2
bought,2
boy,2
bracelet,2
break,2
bus,2
by,2
car's,2
careful,2
cereal,2
change,2
christmas,2
comes,2
crawling,2
drove,2
ears,2
even,2
everybody's,2
feel,2
fell,2
fire,2
fit,2
fixing,2
hair,2
