"language","filename","sex","notes"
"English","English/Eng-NA-MOR/Sachs/n47","female",
"English","English/Eng-NA-MOR/Sachs/n48","female",
"English","English/Eng-NA-MOR/Sachs/n49","female",
"English","English/Eng-NA-MOR/Sachs/n50","female",
"English","English/Eng-NA-MOR/Sachs/n51","female",
"English","English/Eng-NA-MOR/Sachs/n52na","female",
"English","English/Eng-NA-MOR/Sachs/n53","female",
"English","English/Eng-NA-MOR/Sachs/n54","female",
"English","English/Eng-NA-MOR/Sachs/n55na","female",
"English","English/Eng-NA-MOR/Sachs/n56","female",
"English","English/Eng-NA-MOR/Sachs/n57na","female",
"English","English/Eng-NA-MOR/Sachs/n58na","female",
"English","English/Eng-NA-MOR/Sachs/n59","female",
"English","English/Eng-NA-MOR/Sachs/n60","female",
"English","English/Eng-NA-MOR/Sachs/n61na","female",
"English","English/Eng-NA-MOR/Sachs/n62","female",
"English","English/Eng-NA-MOR/Sachs/n63","female",
"English","English/Eng-NA-MOR/Sachs/n64na","female",
"English","English/Eng-NA-MOR/Sachs/n65na","female",
"English","English/Eng-NA-MOR/Sachs/n66","female",
"English","English/Eng-NA-MOR/Sachs/n67","female",
"English","English/Eng-NA-MOR/Sachs/n68","female",
"English","English/Eng-NA-MOR/Sachs/n69","female",
"English","English/Eng-NA-MOR/Sachs/n70","female",
"English","English/Eng-NA-MOR/Sachs/n71","female",
"English","English/Eng-NA-MOR/Sachs/n72","female",
"English","English/Eng-NA-MOR/Sachs/n73","female",
"English","English/Eng-NA-MOR/Sachs/n74","female",
"English","English/Eng-NA-MOR/Sachs/n75","female",
"English","English/Eng-NA-MOR/Sachs/n76","female",
"English","English/Eng-NA-MOR/Sachs/n77","female",
"English","English/Eng-NA-MOR/Sachs/n78","female",
"English","English/Eng-NA-MOR/Sachs/n79","female",
"English","English/Eng-NA-MOR/Sachs/n80","female",
"English","English/Eng-NA-MOR/Sachs/n81","female",
"English","English/Eng-NA-MOR/Sachs/n82","female",
"English","English/Eng-NA-MOR/Sachs/n83","female",
"English","English/Eng-NA-MOR/Sachs/n84","female",
"English","English/Eng-NA-MOR/Sachs/n85","female",
"English","English/Eng-NA-MOR/Sachs/n86","female",
"English","English/Eng-NA-MOR/Sachs/n87","female",
"English","English/Eng-NA-MOR/Sachs/n88","female",
"English","English/Eng-NA-MOR/Sachs/n89na","female",
"English","English/Eng-NA-MOR/Sachs/n90","female",
"English","English/Eng-NA-MOR/Sachs/n91","female",
"English","English/Eng-NA-MOR/Sachs/n92","female",
"English","English/Eng-NA-MOR/Sachs/n93","female",
"English","English/Eng-NA-MOR/Soderstrom/Joe/joe01","male",
"English","English/Eng-NA-MOR/Soderstrom/Joe/joe02","male",
"English","English/Eng-NA-MOR/Soderstrom/Joe/joe03","male",
"English","English/Eng-NA-MOR/Soderstrom/Joe/joe04","male",
"English","English/Eng-NA-MOR/Soderstrom/Joe/joe05","male",
"English","English/Eng-NA-MOR/Soderstrom/Joe/joe06","male",
"English","English/Eng-NA-MOR/Soderstrom/Joe/joe07","male",
"English","English/Eng-NA-MOR/Soderstrom/Joe/joe08","male",
"English","English/Eng-NA-MOR/Soderstrom/Joe/joe09","male",
"English","English/Eng-NA-MOR/Soderstrom/Joe/joe10a","male",
"English","English/Eng-NA-MOR/Soderstrom/Joe/joe10b","male",
"English","English/Eng-NA-MOR/Soderstrom/Joe/joe11","male",
"English","English/Eng-NA-MOR/Soderstrom/Joe/joe12","male",
"English","English/Eng-NA-MOR/Soderstrom/Joe/joe13","male",
"English","English/Eng-NA-MOR/Soderstrom/The/the01a","male",
"English","English/Eng-NA-MOR/Soderstrom/The/the01b","male",
"English","English/Eng-NA-MOR/Soderstrom/The/the02a","male",
"English","English/Eng-NA-MOR/Soderstrom/The/the02b","male",
"English","English/Eng-NA-MOR/Soderstrom/The/the02c","male",
"English","English/Eng-NA-MOR/Soderstrom/The/the03a","male",
"English","English/Eng-NA-MOR/Soderstrom/The/the03b","male",
"English","English/Eng-NA-MOR/Soderstrom/The/the03c","male",
"English","English/Eng-NA-MOR/Soderstrom/The/the04a","male",
"English","English/Eng-NA-MOR/Soderstrom/The/the04b","male",
"English","English/Eng-NA-MOR/Soderstrom/The/the05","male",
"English","English/Eng-NA-MOR/Soderstrom/The/the06a","male",
"English","English/Eng-NA-MOR/Soderstrom/The/the06b","male",
"English","English/Eng-NA-MOR/Soderstrom/The/the07a","male",
"English","English/Eng-NA-MOR/Soderstrom/The/the07b","male",
"English","English/Eng-NA-MOR/Soderstrom/The/the07c","male",
"English","English/Eng-NA-MOR/Soderstrom/The/the07d","male",
"English","English/Eng-NA-MOR/Soderstrom/The/the07e","male",
"English","English/Eng-NA-MOR/Soderstrom/The/the08a","male",
"English","English/Eng-NA-MOR/Soderstrom/The/the08b","male",
"English","English/Eng-NA-MOR/Soderstrom/The/the08c","male",
"English","English/Eng-NA-MOR/Soderstrom/The/the09a","male",
"English","English/Eng-NA-MOR/Soderstrom/The/the09b","male",
"English","English/Eng-NA-MOR/Soderstrom/The/the10a","male",
"English","English/Eng-NA-MOR/Soderstrom/The/the10b","male",
"English","English/Eng-NA-MOR/Soderstrom/The/the11a","male",
"English","English/Eng-NA-MOR/Soderstrom/The/the11b","male",
"English","English/Eng-NA-MOR/Soderstrom/The/the11c","male",
"English","English/Eng-NA-MOR/Soderstrom/The/the11d","male",
"English","English/Eng-NA-MOR/Soderstrom/The/the12","male",
"English","English/Eng-NA-MOR/Soderstrom/The/the13a","male",
"English","English/Eng-NA-MOR/Soderstrom/The/the13b","male",
"English","English/Eng-NA-MOR/Soderstrom/The/the14a","male",
"English","English/Eng-NA-MOR/Soderstrom/The/the14b","male",
"English","English/Eng-NA-MOR/Soderstrom/The/the14c","male",
"English","English/Eng-NA-MOR/Soderstrom/The/the14d","male",
"English","English/Eng-NA-MOR/Soderstrom/The/the15a","male",
"English","English/Eng-NA-MOR/Soderstrom/The/the15b","male",
"English","English/Eng-NA-MOR/Soderstrom/The/the15c","male",
"English","English/Eng-NA-MOR/Soderstrom/The/the16","male",
"English","English/Eng-NA-MOR/Soderstrom/The/the17a","male",
"English","English/Eng-NA-MOR/Soderstrom/The/the17b","male",
"English","English/Eng-NA-MOR/Suppes/nina01","female",
"English","English/Eng-NA-MOR/Suppes/nina02","female",
"English","English/Eng-NA-MOR/Suppes/nina03","female",
"English","English/Eng-NA-MOR/Suppes/nina04","female",
"English","English/Eng-NA-MOR/Suppes/nina05","female",
"English","English/Eng-NA-MOR/Suppes/nina06","female",
"English","English/Eng-NA-MOR/Suppes/nina07","female",
"English","English/Eng-NA-MOR/Suppes/nina09","female",
"English","English/Eng-NA-MOR/Suppes/nina10","female",
"English","English/Eng-NA-MOR/Suppes/nina11","female",
"English","English/Eng-NA-MOR/Suppes/nina12","female",
"English","English/Eng-NA-MOR/Suppes/nina13","female",
"English","English/Eng-NA-MOR/Suppes/nina14","female",
"English","English/Eng-NA-MOR/Suppes/nina15","female",
"English","English/Eng-NA-MOR/Suppes/nina16","female",
"English","English/Eng-NA-MOR/Suppes/nina17","female",
"English","English/Eng-NA-MOR/Suppes/nina18","female",
"English","English/Eng-NA-MOR/Suppes/nina19","female",
"English","English/Eng-NA-MOR/Suppes/nina20","female",
"English","English/Eng-NA-MOR/Suppes/nina21","female",
"English","English/Eng-NA-MOR/Suppes/nina33","female",
"English","English/Eng-NA-MOR/Suppes/nina34","female",
"English","English/Eng-NA-MOR/Suppes/nina35","female",
"English","English/Eng-NA-MOR/Suppes/nina36","female",
"English","English/Eng-NA-MOR/Suppes/nina37","female",
"English","English/Eng-NA-MOR/Suppes/nina38","female",
"English","English/Eng-NA-MOR/Suppes/nina39","female",
"English","English/Eng-NA-MOR/Suppes/nina40","female",
"English","English/Eng-NA-MOR/Suppes/nina41","female",
"English","English/Eng-NA-MOR/Suppes/nina42","female",
"English","English/Eng-NA-MOR/Suppes/nina43","female",
"English","English/Eng-NA-MOR/Suppes/nina44","female",
"English","English/Eng-NA-MOR/Suppes/nina45","female",
"English","English/Eng-NA-MOR/Suppes/nina46","female",
"English","English/Eng-NA-MOR/Suppes/nina47","female",
"English","English/Eng-NA-MOR/Suppes/nina48","female",
"English","English/Eng-NA-MOR/Suppes/nina49","female",
"English","English/Eng-NA-MOR/Suppes/nina50","female",
"English","English/Eng-NA-MOR/Suppes/nina51","female",
"English","English/Eng-NA-MOR/Suppes/nina52","female",
"English","English/Eng-NA-MOR/Suppes/nina53","female",
"English","English/Eng-NA-MOR/Suppes/nina54","female",
"English","English/Eng-NA-MOR/Suppes/nina55","female",
"English","English/Eng-NA-MOR/Suppes/nina56","female",
"English","English/Eng-NA-MOR/Weist/Ben/ben01","male",
"English","English/Eng-NA-MOR/Weist/Ben/ben02","male",
"English","English/Eng-NA-MOR/Weist/Ben/ben03","male",
"English","English/Eng-NA-MOR/Weist/Ben/ben04","male",
"English","English/Eng-NA-MOR/Weist/Ben/ben05","male",
"English","English/Eng-NA-MOR/Weist/Ben/ben06","male",
"English","English/Eng-NA-MOR/Weist/Ben/ben07","male",
"English","English/Eng-NA-MOR/Weist/Ben/ben08","male",
"English","English/Eng-NA-MOR/Weist/Ben/ben09","male",
"English","English/Eng-NA-MOR/Weist/Ben/ben10","male",
"English","English/Eng-NA-MOR/Weist/Ben/ben11","male",
"English","English/Eng-NA-MOR/Weist/Emily/emi01","female",
"English","English/Eng-NA-MOR/Weist/Emily/emi02","female",
"English","English/Eng-NA-MOR/Weist/Emily/emi03","female",
"English","English/Eng-NA-MOR/Weist/Emily/emi04","female",
"English","English/Eng-NA-MOR/Weist/Emily/emi05","female",
"English","English/Eng-NA-MOR/Weist/Emily/emi06","female",
"English","English/Eng-NA-MOR/Weist/Emily/emi07","female",
"English","English/Eng-NA-MOR/Weist/Emily/emi08","female",
"English","English/Eng-NA-MOR/Weist/Emily/emi09","female",
"English","English/Eng-NA-MOR/Weist/Emily/emi10","female",
"English","English/Eng-NA-MOR/Weist/Emily/emi11","female",
"English","English/Eng-NA-MOR/Weist/Emily/emi12","female",
"English","English/Eng-NA-MOR/Weist/Emily/emi13","female",
"English","English/Eng-NA-MOR/Weist/Emily/emi14","female",
"English","English/Eng-NA-MOR/Weist/Emily/emi15","female",
"English","English/Eng-NA-MOR/Weist/Emily/emi16","female",
"English","English/Eng-NA-MOR/Weist/Emily/emi17","female",
"English","English/Eng-NA-MOR/Weist/Emily/emi18","female",
"English","English/Eng-NA-MOR/Weist/Emily/emi19","female",
"English","English/Eng-NA-MOR/Weist/Emily/emi20","female",
"English","English/Eng-NA-MOR/Weist/Emily/emi21","female",
"English","English/Eng-NA-MOR/Weist/Emily/emi22","female",
"English","English/Eng-NA-MOR/Weist/Emily/emi23","female",
"English","English/Eng-NA-MOR/Weist/Emma/emm01","female",
"English","English/Eng-NA-MOR/Weist/Emma/emm02","female",
"English","English/Eng-NA-MOR/Weist/Emma/emm03","female",
"English","English/Eng-NA-MOR/Weist/Emma/emm04","female",
"English","English/Eng-NA-MOR/Weist/Emma/emm05","female",
"English","English/Eng-NA-MOR/Weist/Emma/emm06","female",
"English","English/Eng-NA-MOR/Weist/Emma/emm07","female",
"English","English/Eng-NA-MOR/Weist/Emma/emm08","female",
"English","English/Eng-NA-MOR/Weist/Emma/emm09","female",
"English","English/Eng-NA-MOR/Weist/Emma/emm10","female",
"English","English/Eng-NA-MOR/Weist/Emma/emm11","female",
"English","English/Eng-NA-MOR/Weist/Emma/emm12","female",
"English","English/Eng-NA-MOR/Weist/Emma/emm13","female",
"English","English/Eng-NA-MOR/Weist/Emma/emm14","female",
"English","English/Eng-NA-MOR/Weist/Emma/emm15","female",
"English","English/Eng-NA-MOR/Weist/Emma/emm16","female",
"English","English/Eng-NA-MOR/Weist/Emma/emm17","female",
"English","English/Eng-NA-MOR/Weist/Emma/emm18","female",
"English","English/Eng-NA-MOR/Weist/Emma/emm19","female",
"English","English/Eng-NA-MOR/Weist/Emma/emm20","female",
"English","English/Eng-NA-MOR/Weist/Emma/emm21","female",
"English","English/Eng-NA-MOR/Weist/Emma/emm22","female",
"English","English/Eng-NA-MOR/Weist/Emma/emm23","female",
"English","English/Eng-NA-MOR/Weist/Emma/emm24","female",
"English","English/Eng-NA-MOR/Weist/Emma/emm25","female",
"English","English/Eng-NA-MOR/Weist/Emma/emm26","female",
"English","English/Eng-NA-MOR/Weist/Emma/emm28","female",
"English","English/Eng-NA-MOR/Weist/Emma/emm29","female",
"English","English/Eng-NA-MOR/Weist/Jillian/jil01","female",
"English","English/Eng-NA-MOR/Weist/Jillian/jil02","female",
"English","English/Eng-NA-MOR/Weist/Jillian/jil03","female",
"English","English/Eng-NA-MOR/Weist/Jillian/jil04","female",
"English","English/Eng-NA-MOR/Weist/Jillian/jil05","female",
"English","English/Eng-NA-MOR/Weist/Jillian/jil06","female",
"English","English/Eng-NA-MOR/Weist/Jillian/jil07","female",
"English","English/Eng-NA-MOR/Weist/Jillian/jil08","female",
"English","English/Eng-NA-MOR/Weist/Jillian/jil09","female",
"English","English/Eng-NA-MOR/Weist/Jillian/jil10","female",
"English","English/Eng-NA-MOR/Weist/Jillian/jil11","female",
"English","English/Eng-NA-MOR/Weist/Jillian/jil12","female",
"English","English/Eng-NA-MOR/Weist/Jillian/jil13","female",
"English","English/Eng-NA-MOR/Weist/Jillian/jil14","female",
"English","English/Eng-NA-MOR/Weist/Jillian/jil15","female",
"English","English/Eng-NA-MOR/Weist/Jillian/jil16","female",
"English","English/Eng-NA-MOR/Weist/Jillian/jil17","female",
"English","English/Eng-NA-MOR/Weist/Jillian/jil18","female",
"English","English/Eng-NA-MOR/Weist/Jillian/jil19","female",
"English","English/Eng-NA-MOR/Weist/Jillian/jil20","female",
"English","English/Eng-NA-MOR/Weist/Jillian/jil21","female",
"English","English/Eng-NA-MOR/Weist/Jillian/jil22","female",
"English","English/Eng-NA-MOR/Weist/Matt/mat01","male",
"English","English/Eng-NA-MOR/Weist/Matt/mat02","male",
"English","English/Eng-NA-MOR/Weist/Matt/mat03","male",
"English","English/Eng-NA-MOR/Weist/Matt/mat04","male",
"English","English/Eng-NA-MOR/Weist/Matt/mat05","male",
"English","English/Eng-NA-MOR/Weist/Matt/mat06","male",
"English","English/Eng-NA-MOR/Weist/Matt/mat07","male",
"English","English/Eng-NA-MOR/Weist/Matt/mat08","male",
"English","English/Eng-NA-MOR/Weist/Matt/mat09","male",
"English","English/Eng-NA-MOR/Weist/Matt/mat10","male",
"English","English/Eng-NA-MOR/Weist/Matt/mat11","male",
"English","English/Eng-NA-MOR/Weist/Matt/mat12","male",
"English","English/Eng-NA-MOR/Weist/Matt/mat13","male",
"English","English/Eng-NA-MOR/Weist/Matt/mat14","male",
"English","English/Eng-NA-MOR/Weist/Matt/mat15","male",
"English","English/Eng-NA-MOR/Weist/Matt/mat16","male",
"English","English/Eng-NA-MOR/Weist/Matt/mat17","male",
"English","English/Eng-NA-MOR/Weist/Matt/mat18","male",
"English","English/Eng-NA-MOR/Weist/Matt/mat19","male",
"English","English/Eng-NA-MOR/Weist/Matt/mat20","male",
"English","English/Eng-NA-MOR/Weist/Matt/mat21","male",
"English","English/Eng-NA-MOR/Weist/Matt/mat22","male",
"English","English/Eng-NA-MOR/Weist/Matt/mat23","male",
"English","English/Eng-NA-MOR/Weist/Matt/mat24","male",
"English","English/Eng-NA-MOR/Weist/Matt/mat25","male",
"English","English/Eng-NA-MOR/Weist/Matt/mat26","male",
"English","English/Eng-NA-MOR/Weist/Matt/mat27","male",
"English","English/Eng-NA-MOR/Weist/Matt/mat28","male",
"English","English/Eng-NA-MOR/Weist/Matt/mat29","male",
"English","English/Eng-NA-MOR/Weist/Matt/mat30","male",
"English","English/Eng-NA-MOR/Weist/Matt/mat31","male",
"English","English/Eng-NA-MOR/Weist/Matt/mat32","male",
"English","English/Eng-NA-MOR/Weist/Matt/mat33","male",
"English","English/Eng-NA-MOR/Weist/Matt/mat34","male",
"English","English/Eng-NA-MOR/Weist/Matt/mat35","male",
"English","English/Eng-NA-MOR/Weist/Matt/mat36","male",
"English","English/Eng-NA-MOR/Weist/Matt/mat37","male",
"English","English/Eng-NA-MOR/Weist/Matt/mat38","male",
"English","English/Eng-NA-MOR/Weist/Matt/mat39","male",
"English","English/Eng-NA-MOR/Weist/Matt/mat40","male",
"English","English/Eng-NA-MOR/Weist/Matt/mat41","male",
"English","English/Eng-NA-MOR/Weist/Matt/mat42","male",
"English","English/Eng-NA-MOR/Weist/Matt/mat43","male",
"English","English/Eng-NA-MOR/Weist/Matt/mat44","male",
"English","English/Eng-NA-MOR/Weist/Matt/mat45","male",
"English","English/Eng-NA-MOR/Weist/Matt/mat46","male",
"English","English/Eng-NA-MOR/Weist/Matt/mat47","male",
"English","English/Eng-NA-MOR/Weist/Matt/mat48","male",
"English","English/Eng-NA-MOR/Weist/Matt/mat49","male",
"English","English/Eng-NA-MOR/Weist/Matt/mat50","male",
"English","English/Eng-NA-MOR/Weist/Matt/mat51","male",
"English","English/Eng-NA-MOR/Weist/Matt/mat52","male",
"English","English/Eng-NA-MOR/Weist/Matt/mat53","male",
"English","English/Eng-NA-MOR/Weist/Matt/mat53a","male",
"English","English/Eng-NA-MOR/Weist/Matt/mat54","male",
"English","English/Eng-NA-MOR/Weist/Matt/mat55","male",
"English","English/Eng-NA-MOR/Weist/Matt/mat56","male",
"English","English/Eng-NA-MOR/Weist/Roman/rom01","male",
"English","English/Eng-NA-MOR/Weist/Roman/rom02","male",
"English","English/Eng-NA-MOR/Weist/Roman/rom03","male",
"English","English/Eng-NA-MOR/Weist/Roman/rom04","male",
"English","English/Eng-NA-MOR/Weist/Roman/rom05","male",
"English","English/Eng-NA-MOR/Weist/Roman/rom06","male",
"English","English/Eng-NA-MOR/Weist/Roman/rom07","male",
"English","English/Eng-NA-MOR/Weist/Roman/rom08","male",
"English","English/Eng-NA-MOR/Weist/Roman/rom09","male",
"English","English/Eng-NA-MOR/Weist/Roman/rom10","male",
"English","English/Eng-NA-MOR/Weist/Roman/rom11","male",
"English","English/Eng-NA-MOR/Weist/Roman/rom12","male",
"English","English/Eng-NA-MOR/Weist/Roman/rom13","male",
"English","English/Eng-NA-MOR/Weist/Roman/rom14","male",
"English","English/Eng-NA-MOR/Weist/Roman/rom15","male",
"English","English/Eng-NA-MOR/Weist/Roman/rom16","male",
"English","English/Eng-NA-MOR/Weist/Roman/rom17","male",
"English","English/Eng-NA-MOR/Weist/Roman/rom18","male",
"English","English/Eng-NA-MOR/Weist/Roman/rom19","male",
"English","English/Eng-NA-MOR/Weist/Roman/rom20","male",
"English","English/Eng-NA-MOR/Weist/Roman/rom21","male",
"English","English/Eng-NA-MOR/Weist/Roman/rom22","male",
"English","English/Eng-NA-MOR/Weist/Roman/rom23","male",
"English","English/Eng-NA-MOR/Weist/Roman/rom24","male",
"English","English/Eng-NA-MOR/Weist/Roman/rom25","male",
"English","English/Eng-NA-MOR/Weist/Roman/rom26","male",
"English","English/Eng-NA-MOR/Weist/Roman/rom27","male",
"English","English/Eng-NA-MOR/Weist/Roman/rom28","male",
"English","English/Eng-NA-MOR/Weist/Roman/rom29","male",
"English","English/Eng-NA-MOR/Weist/Roman/rom30","male",
"English","English/Eng-NA-MOR/Weist/Roman/rom31","male",
"English","English/Eng-NA-MOR/Weist/Roman/rom32","male",
"English","English/Eng-NA-MOR/Weist/Roman/rom33","male",
"English","English/Eng-NA-MOR/Weist/Roman/rom34","male",
"English","English/Eng-NA-MOR/Weist/Roman/rom35","male",
"English","English/Eng-NA-MOR/Weist/Roman/rom36","male",
"English","English/Eng-NA-MOR/Weist/Roman/rom37","male",
"English","English/Eng-NA-MOR/Weist/Roman/rom38","male",
"English","English/Eng-NA-MOR/Weist/Roman/rom39","male",
"English","English/Eng-NA-MOR/Weist/Roman/rom40","male",
"English","English/Eng-NA-MOR/Weist/Roman/rom41","male",
"English","English/Eng-NA-MOR/Weist/Roman/rom42","male",
"English","English/Eng-NA/ErvinTripp/linked/bowyer02b",,
"English","English/Eng-NA/ErvinTripp/linked/bowyer03b",,
"English","English/Eng-NA/ErvinTripp/linked/bowyer04b",,
"English","English/Eng-NA/ErvinTripp/linked/bowyer05a",,
"English","English/Eng-NA/ErvinTripp/linked/bowyer06",,
"English","English/Eng-NA/ErvinTripp/linked/cannon03",,
"English","English/Eng-NA/ErvinTripp/linked/cannon04",,
"English","English/Eng-NA/ErvinTripp/linked/cannon11",,
"English","English/Eng-NA/ErvinTripp/linked/cannon16",,
"English","English/Eng-NA/ErvinTripp/linked/cannon23",,
"English","English/Eng-NA/ErvinTripp/linked/fleur03",,
"English","English/Eng-NA/ErvinTripp/linked/fleur04b",,
"English","English/Eng-NA/ErvinTripp/linked/fleur08",,
"English","English/Eng-NA/ErvinTripp/linked/fleur11a",,
"English","English/Eng-NA/ErvinTripp/linked/fleur11b",,
"English","English/Eng-NA/ErvinTripp/linked/jaeger01a",,
"English","English/Eng-NA/ErvinTripp/linked/jaeger02a",,
"English","English/Eng-NA/ErvinTripp/linked/jaeger05",,
"English","English/Eng-NA/ErvinTripp/linked/jaeger10",,
"English","English/Eng-NA/ErvinTripp/linked/jaeger12",,
"English","English/Eng-NA/ErvinTripp/linked/leslie01",,
"English","English/Eng-NA/ErvinTripp/linked/nichols03",,
"English","English/Eng-NA/ErvinTripp/linked/nichols04",,
"English","English/Eng-NA/ErvinTripp/linked/nichols14b",,
"English","English/Eng-NA/ErvinTripp/mismatched/cannon17",,
"English","English/Eng-NA/ErvinTripp/mismatched/nichols17",,
"English","English/Eng-NA/ErvinTripp/mismatched/nichols18b",,
"English","English/Eng-NA/ErvinTripp/mismatched/nichols19a",,
"English","English/Eng-NA/ErvinTripp/missingmedia/bowyer01",,
"English","English/Eng-NA/ErvinTripp/missingmedia/cannon21",,
"English","English/Eng-NA/ErvinTripp/missingmedia/fleur07",,
"English","English/Eng-NA/ErvinTripp/missingmedia/howard01",,
"English","English/Eng-NA/ErvinTripp/missingmedia/howard02",,
"English","English/Eng-NA/ErvinTripp/missingmedia/jaeger08",,
"English","English/Eng-NA/ErvinTripp/missingmedia/leslie02",,
"English","English/Eng-NA/ErvinTripp/missingmedia/nichols07",,
"English","English/Eng-NA/ErvinTripp/missingmedia/nichols11",,
"English","English/Eng-NA/ErvinTripp/missingmedia/nichols14b",,
"English","English/Eng-NA/ErvinTripp/missingmedia/nichols18c",,
"English","English/Eng-NA/ErvinTripp/missingmedia/nichols19b",,
"English","English/Eng-NA/ErvinTripp/missingmedia/nichols19c",,
"English","English/Eng-NA/ErvinTripp/missingmedia/trilling01",,
"English","English/Eng-NA/ErvinTripp/untranscribed/bowyer02a",,
"English","English/Eng-NA/ErvinTripp/untranscribed/bowyer02c",,
"English","English/Eng-NA/ErvinTripp/untranscribed/bowyer03a",,
"English","English/Eng-NA/ErvinTripp/untranscribed/bowyer03b",,
"English","English/Eng-NA/ErvinTripp/untranscribed/bowyer03c",,
"English","English/Eng-NA/ErvinTripp/untranscribed/bowyer04a",,
"English","English/Eng-NA/ErvinTripp/untranscribed/bowyer04c",,
"English","English/Eng-NA/ErvinTripp/untranscribed/cannon01",,
"English","English/Eng-NA/ErvinTripp/untranscribed/cannon02",,
"English","English/Eng-NA/ErvinTripp/untranscribed/cannon04",,
"English","English/Eng-NA/ErvinTripp/untranscribed/cannon05",,
"English","English/Eng-NA/ErvinTripp/untranscribed/cannon06",,
"English","English/Eng-NA/ErvinTripp/untranscribed/cannon08",,
"English","English/Eng-NA/ErvinTripp/untranscribed/cannon09",,
"English","English/Eng-NA/ErvinTripp/untranscribed/cannon14",,
"English","English/Eng-NA/ErvinTripp/untranscribed/cannon16",,
"English","English/Eng-NA/ErvinTripp/untranscribed/cannon20",,
"English","English/Eng-NA/ErvinTripp/untranscribed/cannon24",,
"English","English/Eng-NA/ErvinTripp/untranscribed/cannon25",,
"English","English/Eng-NA/ErvinTripp/untranscribed/fleur10",,
"English","English/Eng-NA/ErvinTripp/untranscribed/howard07a",,
"English","English/Eng-NA/ErvinTripp/untranscribed/howard07b",,
"English","English/Eng-NA/ErvinTripp/untranscribed/howard07c",,
"English","English/Eng-NA/ErvinTripp/untranscribed/jaeger02b",,
"English","English/Eng-NA/ErvinTripp/untranscribed/jaeger02c",,
"English","English/Eng-NA/ErvinTripp/untranscribed/jaeger05",,
"English","English/Eng-NA/ErvinTripp/untranscribed/jaeger07",,
"English","English/Eng-NA/ErvinTripp/untranscribed/jaeger10",,
"English","English/Eng-NA/ErvinTripp/untranscribed/jaeger11",,
"English","English/Eng-NA/ErvinTripp/untranscribed/leslie07",,
"English","English/Eng-NA/ErvinTripp/untranscribed/nichols01",,
"English","English/Eng-NA/ErvinTripp/untranscribed/nichols02",,
"English","English/Eng-NA/ErvinTripp/untranscribed/nichols11",,
"English","English/Eng-NA/ErvinTripp/untranscribed/nichols14a",,
"English","English/Eng-NA/ErvinTripp/untranscribed/nichols18a",,
"English","English/Eng-NA/ErvinTripp/untranscribed/nichols19a",,
"English","English/Eng-NA/Nelson/811216",,
"English","English/Eng-NA/Nelson/811231",,
"English","English/Eng-NA/Nelson/820101",,
"English","English/Eng-NA/Nelson/820102",,
"English","English/Eng-NA/Nelson/820103",,
"English","English/Eng-NA/Nelson/820129",,
"English","English/Eng-NA/Nelson/820203",,
"English","English/Eng-NA/Nelson/820215",,
"English","English/Eng-NA/Nelson/820216",,
"English","English/Eng-NA/Nelson/820218",,
"English","English/Eng-NA/Nelson/820222",,
"English","English/Eng-NA/Nelson/820223",,
"English","English/Eng-NA/Nelson/820228",,
"English","English/Eng-NA/Nelson/820306",,
"English","English/Eng-NA/Nelson/820310",,
"English","English/Eng-NA/Nelson/820311",,
"English","English/Eng-NA/Nelson/820315",,
"English","English/Eng-NA/Nelson/820317",,
"English","English/Eng-NA/Nelson/820322",,
"English","English/Eng-NA/Nelson/820410",,
"English","English/Eng-NA/Nelson/820411",,
"English","English/Eng-NA/Nelson/820414",,
"English","English/Eng-NA/Nelson/820415",,
"English","English/Eng-NA/Nelson/820417",,
"English","English/Eng-NA/Nelson/820423",,
"English","English/Eng-NA/Nelson/820425",,
"English","English/Eng-NA/Nelson/820430",,
"English","English/Eng-NA/Nelson/820503",,
"English","English/Eng-NA/Nelson/820504",,
"English","English/Eng-NA/Nelson/820508",,
"English","English/Eng-NA/Nelson/820510",,
"English","English/Eng-NA/Nelson/820701",,
"English","English/Eng-NA/Nelson/820711",,
"English","English/Eng-NA/Nelson/820716",,
"English","English/Eng-NA/Nelson/820727",,
"English","English/Eng-NA/Nelson/820728",,
"English","English/Eng-NA/Nelson/820730",,
"English","English/Eng-NA/Nelson/820801",,
"English","English/Eng-NA/Nelson/820823",,
"English","English/Eng-NA/Nelson/820904",,
"English","English/Eng-NA/Nelson/820915",,
"English","English/Eng-NA/Nelson/821008",,
"English","English/Eng-NA/Nelson/821018",,
"English","English/Eng-NA/Nelson/821019",,
"English","English/Eng-NA/Nelson/821020",,
"English","English/Eng-NA/Nelson/821022",,
"English","English/Eng-NA/Nelson/821025",,
"English","English/Eng-NA/Nelson/821101",,
"English","English/Eng-NA/Nelson/821102",,
"English","English/Eng-NA/Nelson/821103",,
"English","English/Eng-NA/Nelson/821104",,
"English","English/Eng-NA/Nelson/821105",,
"English","English/Eng-NA/Nelson/821106",,
"English","English/Eng-NA/Nelson/821107",,
"English","English/Eng-NA/Nelson/821108",,
"English","English/Eng-NA/PaidoEnglish/e2at01f321",,
"English","English/Eng-NA/PaidoEnglish/e2at01f322",,
"English","English/Eng-NA/PaidoEnglish/e2at03f121",,
"English","English/Eng-NA/PaidoEnglish/e2at03f122",,
"English","English/Eng-NA/PaidoEnglish/e2at04m221",,
"English","English/Eng-NA/PaidoEnglish/e2at04m222",,
