"filename","sex","age"
"Clark/shem27a","male",34
"Clark/shem27b","male",34
"Clark/shem28a","male",34
"Clark/shem28b","male",34
"Clark/shem29","male",34
"Clark/shem30a","male",35
"Clark/shem30b","male",35
"Clark/shem31a","male",35
"Clark/shem31b","male",35
"Clark/shem32a","male",35
"Clark/shem32b","male",35
"Clark/shem33","male",36
"Clark/shem34","male",36
"Clark/shem35","male",36
"Clark/shem36","male",37
"Clark/shem37","male",37
"Clark/shem38","male",37
"Clark/shem39","male",38
"Clark/shem40","male",38
"Cornell/haas1917","None",18
"Cornell/haas1918","None",18
"Cornell/haas1919","None","None"
"Cornell/haas1920","None",19
"Cornell/haas1921","None",20
"Cornell/haas1923","None",23
"Cornell/haas1924","None",26
"Cornell/haas1926","None",26
"Cornell/haas1927","None",28
"Cornell/haas1929","None",29
"Cornell/horn1602","female","None"
"Cornell/horn1603","female","None"
"Cornell/horn1712","None","None"
"Cornell/horn1714","male",40
"Cornell/lsno11","male",60
"Cornell/lsno121","male",60
"Cornell/lsno122","male",60
"Cornell/mom01a","None","None"
"Cornell/mom01b","None","None"
"Cornell/mom0281","None","None"
"Cornell/mom0282","None","None"
"Cornell/mom03","None","None"
"Cornell/mom04","None","None"
"Cornell/mom0501","None","None"
"Cornell/mom0502","None","None"
"Cornell/mom06","None","None"
"Cornell/mom07","None","None"
"Cornell/mom0885","None","None"
"Cornell/mom0886","None","None"
"Cornell/mom10","None","None"
"Cornell/moore188","None","None"
"Cornell/moore189","male",19
"Cornell/nurse1","None","None"
"Cornell/nurse2","None","None"
"Cornell/nurse3","None","None"
"Cornell/nurse4","None","None"
"Cornell/nurse5","None","None"
"Cornell/schlowb","female","None"
"Cornell/schmidb","female","None"
"Cornell/schmidw","female","None"
"Demetras1/tre01","male",25
"Demetras1/tre02","male",25
"Demetras1/tre03","male",25
"Demetras1/tre04","male",25
"Demetras1/tre05","male",30
"Demetras1/tre06","male",30
"Demetras1/tre07","male",30
"Demetras1/tre08","male",30
"Demetras1/tre09","male",32
"Demetras1/tre10","male",32
"Demetras1/tre11","male",32
"Demetras1/tre12","male",32
"Demetras1/tre13","male",34
"Demetras1/tre14","male",35
"Demetras1/tre16","male",35
"Demetras1/tre17","male",36
"Demetras1/tre18","male",36
"Demetras1/tre19","male",36
"Demetras1/tre20","male",38
"Demetras1/tre21","male",39
"Demetras1/tre23","male",39
"Demetras1/tre24","male",47
"Demetras1/tre25","male",47
"Demetras1/tre26","male",47
"Demetras1/tre27","male",48
"Demetras1/tre28","male",48
"Evans/dyad01","None","None"
"Evans/dyad02","None","None"
"Evans/dyad03","None","None"
"Evans/dyad04","None","None"
"Evans/dyad05","None","None"
"Evans/dyad06","None","None"
"Evans/dyad07","None","None"
"Evans/dyad08","None","None"
"Evans/dyad09","None","None"
"Evans/dyad10","None","None"
"Evans/dyad11","None","None"
"Evans/dyad12","None","None"
"Evans/dyad13","None","None"
"Evans/dyad14","None","None"
"Evans/dyad15","None","None"
"Evans/dyad16","None","None"
"Evans/dyad17","None","None"
"Evans/dyad18","None","None"
"Evans/dyad19","None","None"
"Evans/dyad20","None","None"
"Evans/dyad21","None","None"
"Evans/dyad22","None","None"
"Feldman/01-03","male",14
"Feldman/04","male",14
"Feldman/05","male",15
"Feldman/06","male",15
"Feldman/07","male",15
"Feldman/08","male",15
"Feldman/09","None","None"
"Feldman/10","male",17
"Feldman/11","None",23
"Feldman/12a","None",26
"Feldman/12b","None",26
"Feldman/12c","male",26
"Feldman/12d","None",26
"Feldman/12e","None",26
"Feldman/12f","None",27
"Feldman/12g","None",27
"Feldman/12h","None",27
"Feldman/13","None",26
"Feldman/14","None",27
"Feldman/15","None",27
"Feldman/16","None",28
"Garvey/amyann","None","None"
"Garvey/amywes","None","None"
"Garvey/arigay","None","None"
"Garvey/ariken","None","None"
"Garvey/bendeb","None","None"
"Garvey/bevflo","None","None"
"Garvey/bevguy","None","None"
"Garvey/budzoe","None","None"
"Garvey/dontim","None","None"
"Garvey/fayjay","None","None"
"Garvey/faymeg","None","None"
"Garvey/floguy","None","None"
"Garvey/globob","None","None"
"Garvey/glojoy","None","None"
"Garvey/guseve","None","None"
"Garvey/gusleo","None","None"
"Garvey/halivy","None","None"
"Garvey/halpat","None","None"
"Garvey/ianava","None","None"
"Garvey/idabud","None","None"
"Garvey/idazoe","None","None"
"Garvey/imamae","None","None"
"Garvey/jaymeg","None","None"
"Garvey/joybob","None","None"
"Garvey/kayben","None","None"
"Garvey/kaydeb","None","None"
"Garvey/kengay","None","None"
"Garvey/kimada","None","None"
"Garvey/leoeve","None","None"
"Garvey/maxjim","None","None"
"Garvey/maxnan","None","None"
"Garvey/nanjim","None","None"
"Garvey/nedima","None","None"
"Garvey/nedmae","None","None"
"Garvey/pativy","None","None"
"Garvey/pegjan","None","None"
"Garvey/pegron","None","None"
"Garvey/piaabe","None","None"
"Garvey/piaval","None","None"
"Garvey/ronjan","None","None"
"Garvey/royada","None","None"
"Garvey/roykim","None","None"
"Garvey/samava","None","None"
"Garvey/samian","None","None"
"Garvey/valabe","None","None"
"Garvey/wesann","None","None"
"Gathercole/01","None","None"
"Gathercole/02","None","None"
"Gathercole/03","None","None"
"Gathercole/04","None","None"
"Gathercole/05","None","None"
"Gathercole/06","None","None"
"Gathercole/07","None","None"
"Gathercole/08","None","None"
"Gathercole/09","None","None"
"Gathercole/10","None","None"
"Gathercole/11","None","None"
"Gathercole/12","None","None"
"Gathercole/13","None","None"
"Gathercole/14","None","None"
"Gathercole/15","None","None"
"Gathercole/16","None","None"
"Gleason/Dinner/andy","male",50
"Gleason/Dinner/bobby","male",50
"Gleason/Dinner/charlie","male",36
"Gleason/Dinner/david","male",50
"Gleason/Dinner/eddie","male",52
"Gleason/Dinner/frank","male",62
"Gleason/Dinner/guy","male",36
"Gleason/Dinner/helen","female",52
"Gleason/Dinner/isadora","female",43
"Gleason/Dinner/john","male",51
"Gleason/Dinner/katie","female",39
"Gleason/Dinner/laurel","female",37
"Gleason/Dinner/martin","male",31
"Gleason/Dinner/nanette","female",26
"Gleason/Dinner/olivia","female",39
"Gleason/Dinner/patricia","female",30
"Gleason/Dinner/susan","female",44
"Gleason/Dinner/theresa","female",51
"Gleason/Dinner/victor","male",28
"Gleason/Dinner/wanda","female",49
"Gleason/Dinner/william","male",28
"Gleason/Dinner/xavia","male",53
"Gleason/Father/andy","male",49
"Gleason/Father/bobby","male",53
"Gleason/Father/charlie","male",36
"Gleason/Father/david","male",50
"Gleason/Father/eddie","male",52
"Gleason/Father/frank","male",62
"Gleason/Father/guy","male",37
"Gleason/Father/helen","female",59
"Gleason/Father/isadora","female",43
"Gleason/Father/john","male",51
"Gleason/Father/katie","female",39
"Gleason/Father/laurel","female",37
"Gleason/Father/martin","male",30
"Gleason/Father/nanette","female",26
"Gleason/Father/olivia","female",38
"Gleason/Father/patricia","female",30
"Gleason/Father/richard","male",34
"Gleason/Father/susan","female",38
"Gleason/Father/theresa","female",51
"Gleason/Father/ursula","female",43
"Gleason/Father/victor","male",29
"Gleason/Father/wanda","female",48
"Gleason/Father/william","male",48
"Gleason/Father/xavia","male",51
"Gleason/Mother/andy","male",49
"Gleason/Mother/bobby","male",50
"Gleason/Mother/charlie","male",36
"Gleason/Mother/david","male",50
"Gleason/Mother/eddie","male",51
"Gleason/Mother/frank","male",62
"Gleason/Mother/guy","male",37
"Gleason/Mother/helen","female",59
"Gleason/Mother/isadora","female",42
"Gleason/Mother/john","male",50
"Gleason/Mother/katie","female",38
"Gleason/Mother/laurel","female",35
"Gleason/Mother/martin","male",30
"Gleason/Mother/nanette","female",25
"Gleason/Mother/olivia","female",40
"Gleason/Mother/patricia","female",29
"Gleason/Mother/richard","male",33
"Gleason/Mother/susan","female",39
"Gleason/Mother/theresa","female",48
"Gleason/Mother/ursula","male",44
"Gleason/Mother/victor","male",28
"Gleason/Mother/wanda","female",48
"Gleason/Mother/william","male",27
"Gleason/Mother/xavia","male",48
"HSLLD/HV1/BR/acebr1","female",43
"HSLLD/HV1/BR/admbr1","male",49
"HSLLD/HV1/BR/aimbr1","female",47
"HSLLD/HV1/BR/alibr1","female",46
"HSLLD/HV1/BR/allbr1","female",43
"HSLLD/HV1/BR/anabr1","female",50
"HSLLD/HV1/BR/annbr1","female",48
"HSLLD/HV1/BR/aprbr1","female",44
"HSLLD/HV1/BR/arlbr1","male",60
"HSLLD/HV1/BR/astbr1","female",46
"HSLLD/HV1/BR/bobbr1","male",51
"HSLLD/HV1/BR/brabr1","male",44
"HSLLD/HV1/BR/bribr1","male",45
"HSLLD/HV1/BR/brnbr1","female",50
"HSLLD/HV1/BR/brtbr1","female",44
"HSLLD/HV1/BR/casbr1","male",49
"HSLLD/HV1/BR/catbr1","female",48
"HSLLD/HV1/BR/chabr1","male",47
"HSLLD/HV1/BR/clabr1","female",47
"HSLLD/HV1/BR/conbr1","male",51
"HSLLD/HV1/BR/ctrbr1","male",47
"HSLLD/HV1/BR/davbr1","male",49
"HSLLD/HV1/BR/deabr1","male",47
"HSLLD/HV1/BR/devbr1","male",44
"HSLLD/HV1/BR/diabr1","female",46
"HSLLD/HV1/BR/donbr1","male",45
"HSLLD/HV1/BR/emibr1","female",44
"HSLLD/HV1/BR/ethbr1","male",45
"HSLLD/HV1/BR/ethbr1a","male",45
"HSLLD/HV1/BR/ethbr1b","male",45
"HSLLD/HV1/BR/frabr1","female",43
"HSLLD/HV1/BR/geobr1","male",44
"HSLLD/HV1/BR/gilbr1a","male",46
"HSLLD/HV1/BR/gilbr1b","male",46
"HSLLD/HV1/BR/grebr1","male",45
"HSLLD/HV1/BR/guybr1","male",47
"HSLLD/HV1/BR/inabr1","female",45
"HSLLD/HV1/BR/inabr1a","female",45
"HSLLD/HV1/BR/inabr1b","female",45
"HSLLD/HV1/BR/jacbr1","male",45
"HSLLD/HV1/BR/jambr1","male",48
"HSLLD/HV1/BR/jasbr1","male",47
"HSLLD/HV1/BR/jeabr1","female",49
"HSLLD/HV1/BR/jebbr1","male",43
"HSLLD/HV1/BR/jenbr1","female",51
"HSLLD/HV1/BR/jerbr1","male",48
"HSLLD/HV1/BR/jesbr1","female",43
"HSLLD/HV1/BR/joebr1","male",51
"HSLLD/HV1/BR/joybr1","female",48
"HSLLD/HV1/BR/jusbr1","male",46
"HSLLD/HV1/BR/karbr1","female",45
"HSLLD/HV1/BR/kevbr1","male",46
"HSLLD/HV1/BR/kurbr1","male",48
"HSLLD/HV1/BR/marbr1","female",50
"HSLLD/HV1/BR/maybr1","female",47
"HSLLD/HV1/BR/megbr1","female",49
"HSLLD/HV1/BR/melbr1","female",48
"HSLLD/HV1/BR/miabr1","female",49
"HSLLD/HV1/BR/mitbr1","male",48
"HSLLD/HV1/BR/monbr1","female",49
"HSLLD/HV1/BR/morbr1","male",59
"HSLLD/HV1/BR/mrkbr1","male",47
"HSLLD/HV1/BR/nedbr1","male",59
"HSLLD/HV1/BR/nicbr1","female",45
"HSLLD/HV1/BR/paubr1","male",47
"HSLLD/HV1/BR/petbr1","male",45
"HSLLD/HV1/BR/rasbr1","female",60
"HSLLD/HV1/BR/raubr1","male",45
"HSLLD/HV1/BR/rembr1","male",48
"HSLLD/HV1/BR/rilbr1","female",49
"HSLLD/HV1/BR/rocbr1","female",48
"HSLLD/HV1/BR/rosbr1","female",48
"HSLLD/HV1/BR/sarbr1","female",46
"HSLLD/HV1/BR/seabr1","male",46
"HSLLD/HV1/BR/shlbr1","female",46
"HSLLD/HV1/BR/shobr1","female",43
"HSLLD/HV1/BR/sopbr1","female",48
"HSLLD/HV1/BR/stnbr1","male",46
"HSLLD/HV1/BR/susbr1","female",49
"HSLLD/HV1/BR/tambr1","female",48
"HSLLD/HV1/BR/terbr1","female",51
"HSLLD/HV1/BR/todbr1","male",48
"HSLLD/HV1/BR/tombr1","male",50
"HSLLD/HV1/BR/tribr1","female",48
"HSLLD/HV1/BR/trubr1","male",46
"HSLLD/HV1/BR/vicbr1","female",48
"HSLLD/HV1/BR/zanbr1","male",46
"HSLLD/HV1/BR/zenbr1","female",46
"HSLLD/HV1/ER/aceer1","female",43
"HSLLD/HV1/ER/admer1","male",49
"HSLLD/HV1/ER/aimer1","female",47
"HSLLD/HV1/ER/alier1","female",57
"HSLLD/HV1/ER/aller1","female",43
"HSLLD/HV1/ER/anaer1","female",50
"HSLLD/HV1/ER/anner1","female",50
"HSLLD/HV1/ER/aprer1","female",44
"HSLLD/HV1/ER/arler1","male",60
"HSLLD/HV1/ER/aster1","female",46
"HSLLD/HV1/ER/bober1","male",51
"HSLLD/HV1/ER/braer1","male",44
"HSLLD/HV1/ER/brier1","male",45
"HSLLD/HV1/ER/brner1","female",50
"HSLLD/HV1/ER/brter1","female",44
"HSLLD/HV1/ER/caser1","male",49
"HSLLD/HV1/ER/cater1","female",48
"HSLLD/HV1/ER/chaer1","male",47
"HSLLD/HV1/ER/claer1","female",46
"HSLLD/HV1/ER/coner1","male",51
"HSLLD/HV1/ER/ctrer1","male",47
"HSLLD/HV1/ER/daver1","male",49
"HSLLD/HV1/ER/deaer1","male",47
"HSLLD/HV1/ER/dever1","male",44
"HSLLD/HV1/ER/diaer1","female",46
"HSLLD/HV1/ER/doner1","male",45
"HSLLD/HV1/ER/emier1","female",44
"HSLLD/HV1/ER/ether1","male",45
"HSLLD/HV1/ER/fraer1","female",43
"HSLLD/HV1/ER/geoer1","male",45
"HSLLD/HV1/ER/giler1","male",46
"HSLLD/HV1/ER/greer1","male",45
"HSLLD/HV1/ER/guyer1","male",59
"HSLLD/HV1/ER/jamer1","male",48
"HSLLD/HV1/ER/jaser1","male",47
"HSLLD/HV1/ER/jeaer1","female",49
"HSLLD/HV1/ER/jeber1","male",43
"HSLLD/HV1/ER/jeber2","male",57
"HSLLD/HV1/ER/jener1","female",51
"HSLLD/HV1/ER/jerer1","male",49
"HSLLD/HV1/ER/jeser1","female",43
"HSLLD/HV1/ER/joeer1","male",51
"HSLLD/HV1/ER/joyer1","female",48
"HSLLD/HV1/ER/juser1","male",46
"HSLLD/HV1/ER/karer1","female",45
"HSLLD/HV1/ER/kever1","male",46
"HSLLD/HV1/ER/kurer1","male",48
"HSLLD/HV1/ER/marer1","female",50
"HSLLD/HV1/ER/mayer1","female",47
"HSLLD/HV1/ER/meger1","female",49
"HSLLD/HV1/ER/meler1","female",48
"HSLLD/HV1/ER/miaer1","female",49
"HSLLD/HV1/ER/miter1","male",48
"HSLLD/HV1/ER/moner1","female",49
"HSLLD/HV1/ER/morer1","male",59
"HSLLD/HV1/ER/mrker1","male",47
"HSLLD/HV1/ER/neder1","male",59
"HSLLD/HV1/ER/nicer1","female",45
"HSLLD/HV1/ER/pauer1","male",47
"HSLLD/HV1/ER/peter1","male",45
"HSLLD/HV1/ER/raser1","female",60
"HSLLD/HV1/ER/rauer1","male",45
"HSLLD/HV1/ER/remer1","male",48
"HSLLD/HV1/ER/riler1","female",49
"HSLLD/HV1/ER/rocer1","female",52
"HSLLD/HV1/ER/roser1","female",59
"HSLLD/HV1/ER/sarer1","female",46
"HSLLD/HV1/ER/seaer1","male",46
"HSLLD/HV1/ER/shler1","female",46
"HSLLD/HV1/ER/shoer1","female",43
"HSLLD/HV1/ER/soper1","female",48
"HSLLD/HV1/ER/stner1","male",46
"HSLLD/HV1/ER/suser1","female",49
"HSLLD/HV1/ER/tamer1","female",48
"HSLLD/HV1/ER/terer1","female",51
"HSLLD/HV1/ER/toder1","male",48
"HSLLD/HV1/ER/tomer1","male",50
"HSLLD/HV1/ER/trier1","female",48
"HSLLD/HV1/ER/truer1","male",46
"HSLLD/HV1/ER/vicer1","female",48
"HSLLD/HV1/ER/zaner1","male",46
"HSLLD/HV1/MT/admmt1","male",49
"HSLLD/HV1/MT/aimmt1","female",46
"HSLLD/HV1/MT/alimt1","female",46
"HSLLD/HV1/MT/allmt1","female",43
"HSLLD/HV1/MT/anamt1","female",50
"HSLLD/HV1/MT/annmt1","female",50
"HSLLD/HV1/MT/aprmt1","female",44
"HSLLD/HV1/MT/arlmt1","male",48
"HSLLD/HV1/MT/astmt1","female",46
"HSLLD/HV1/MT/bramt1","male",44
"HSLLD/HV1/MT/brimt1","male",45
"HSLLD/HV1/MT/brnmt1","female",50
"HSLLD/HV1/MT/brtmt1","male",44
"HSLLD/HV1/MT/casmt1","male",49
"HSLLD/HV1/MT/catmt1","female",48
"HSLLD/HV1/MT/chamt1","male",47
"HSLLD/HV1/MT/conmt1","male",51
"HSLLD/HV1/MT/davmt1","male",49
"HSLLD/HV1/MT/deamt1","male",47
"HSLLD/HV1/MT/devmt1","male",44
"HSLLD/HV1/MT/diamt1","female",46
"HSLLD/HV1/MT/emimt1","female",44
"HSLLD/HV1/MT/ethmt1","male",45
"HSLLD/HV1/MT/geomt1","male",45
"HSLLD/HV1/MT/gilmt1","female",55
"HSLLD/HV1/MT/gremt1","male",45
"HSLLD/HV1/MT/guymt1","male",47
"HSLLD/HV1/MT/jacmt1","male",45
"HSLLD/HV1/MT/jammt1","male",48
"HSLLD/HV1/MT/jasmt1","male",47
"HSLLD/HV1/MT/jeamt1","female",49
"HSLLD/HV1/MT/jebmt1","male",44
"HSLLD/HV1/MT/jenmt1","female",51
"HSLLD/HV1/MT/jermt1","male",49
"HSLLD/HV1/MT/jesmt1","female",43
"HSLLD/HV1/MT/joemt1","male",51
"HSLLD/HV1/MT/joymt1","female",48
"HSLLD/HV1/MT/jusmt1","male",46
"HSLLD/HV1/MT/karmt1","female",45
"HSLLD/HV1/MT/kevmt1","male",46
"HSLLD/HV1/MT/kurmt1","male",48
"HSLLD/HV1/MT/maymt1","female",47
"HSLLD/HV1/MT/megmt1","female",49
"HSLLD/HV1/MT/melmt1","female",48
"HSLLD/HV1/MT/mitmt1","male",48
"HSLLD/HV1/MT/monmt1","female",49
"HSLLD/HV1/MT/mormt1","male",59
"HSLLD/HV1/MT/paumt1","male",47
"HSLLD/HV1/MT/raumt1","male",45
"HSLLD/HV1/MT/remmt1","male",48
"HSLLD/HV1/MT/rilmt1","female",49
"HSLLD/HV1/MT/rosmt1","female",48
"HSLLD/HV1/MT/sarmt1","female",46
"HSLLD/HV1/MT/seamt1","male",46
"HSLLD/HV1/MT/sopmt1","female",48
"HSLLD/HV1/MT/stnmt1","male",46
"HSLLD/HV1/MT/tammt1","female",48
"HSLLD/HV1/MT/tamtp1","female",48
"HSLLD/HV1/MT/termt1","female",51
"HSLLD/HV1/MT/todmt1","male",48
"HSLLD/HV1/MT/tommt1","male",50
"HSLLD/HV1/MT/trimt1","female",48
"HSLLD/HV1/MT/trumt1","male",46
"HSLLD/HV1/MT/vicmt1","female",48
"HSLLD/HV1/MT/zanmt1","male",46
"HSLLD/HV1/MT/zenmt1","female",46
"HSLLD/HV1/TP/acetp1","female",43
"HSLLD/HV1/TP/admtp1","male",49
"HSLLD/HV1/TP/aimtp1","female",47
"HSLLD/HV1/TP/alitp1","female",46
"HSLLD/HV1/TP/alltp1","female",43
"HSLLD/HV1/TP/anatp1","female",50
"HSLLD/HV1/TP/anntp1","female",50
"HSLLD/HV1/TP/aprtp1","female",44
"HSLLD/HV1/TP/arltp1","male",60
"HSLLD/HV1/TP/asttp1","female",46
"HSLLD/HV1/TP/bobtp1","male",51
"HSLLD/HV1/TP/bratp1","male",44
"HSLLD/HV1/TP/britp1","male",45
"HSLLD/HV1/TP/brttp1","female",44
"HSLLD/HV1/TP/castp1","male",49
"HSLLD/HV1/TP/cattp1","female",48
"HSLLD/HV1/TP/chatp1","male",47
"HSLLD/HV1/TP/clatp1","female",47
"HSLLD/HV1/TP/contp1","None","None"
"HSLLD/HV1/TP/ctrtp1","male",47
"HSLLD/HV1/TP/davtp1","male",49
"HSLLD/HV1/TP/deatp1","male",47
"HSLLD/HV1/TP/devtp1","male",44
"HSLLD/HV1/TP/diatp1","female",46
"HSLLD/HV1/TP/dontp1","male",45
"HSLLD/HV1/TP/emitp1","female",44
"HSLLD/HV1/TP/ethtp1","male",45
"HSLLD/HV1/TP/fratp1","female",43
"HSLLD/HV1/TP/geotp1","male",45
"HSLLD/HV1/TP/giltp1","male",46
"HSLLD/HV1/TP/gretp1","male",45
"HSLLD/HV1/TP/guytp1","male",47
"HSLLD/HV1/TP/inatp1","female",45
"HSLLD/HV1/TP/jactp1","male",45
"HSLLD/HV1/TP/jastp1","male",47
"HSLLD/HV1/TP/jeatp1","female",49
"HSLLD/HV1/TP/jebtp1","male",43
"HSLLD/HV1/TP/jentp1","female",50
"HSLLD/HV1/TP/jertp1","male",49
"HSLLD/HV1/TP/jestp1","female",43
"HSLLD/HV1/TP/joytp1","female",48
"HSLLD/HV1/TP/justp1","male",46
"HSLLD/HV1/TP/kartp1","female",45
"HSLLD/HV1/TP/kevtp1","male",46
"HSLLD/HV1/TP/kurtp1","male",48
"HSLLD/HV1/TP/martp1","female",50
"HSLLD/HV1/TP/maytp1","female",47
"HSLLD/HV1/TP/megtp1","female",49
"HSLLD/HV1/TP/meltp1","female",48
"HSLLD/HV1/TP/miatp1","female",49
"HSLLD/HV1/TP/mittp1","male",48
"HSLLD/HV1/TP/montp1","female",49
"HSLLD/HV1/TP/mortp1","male",59
"HSLLD/HV1/TP/mrktp1","male",47
"HSLLD/HV1/TP/nedtp1","male",59
"HSLLD/HV1/TP/nictp1","female",45
"HSLLD/HV1/TP/pautp1","male",47
"HSLLD/HV1/TP/pettp1","male",45
"HSLLD/HV1/TP/rastp1","female",60
"HSLLD/HV1/TP/rautp1","male",45
"HSLLD/HV1/TP/remtp1","male",48
"HSLLD/HV1/TP/riltp1","female",49
"HSLLD/HV1/TP/roctp1","female",52
"HSLLD/HV1/TP/rostp1","female",48
"HSLLD/HV1/TP/sartp1","female",46
"HSLLD/HV1/TP/seatp1","male",46
"HSLLD/HV1/TP/shltp1","female",46
"HSLLD/HV1/TP/shotp1","female",43
"HSLLD/HV1/TP/soptp1","female",48
"HSLLD/HV1/TP/stntp1","male",46
"HSLLD/HV1/TP/sustp1","female",49
"HSLLD/HV1/TP/tertp1","female",51
"HSLLD/HV1/TP/todtp1","male",48
"HSLLD/HV1/TP/tomtp1","male",51
"HSLLD/HV1/TP/tritp1","female",48
"HSLLD/HV1/TP/trutp1","male",46
"HSLLD/HV1/TP/victp1","female",48
"HSLLD/HV1/TP/zantp1","male",46
"HSLLD/HV1/TP/zentp1","female",46
"HSLLD/HV2/BR/acebr2","female",54
"HSLLD/HV2/BR/admbr2","male",60
"HSLLD/HV2/BR/aimbr2","female",55
"HSLLD/HV2/BR/alibr2","female",53
"HSLLD/HV2/BR/allbr2","female",50
"HSLLD/HV2/BR/anabr2","female",59
"HSLLD/HV2/BR/annbr2","female",50
"HSLLD/HV2/BR/aprbr2","female",55
"HSLLD/HV2/BR/astbr2","female",52
"HSLLD/HV2/BR/bobbr2","male",63
"HSLLD/HV2/BR/brabr2","male",64
"HSLLD/HV2/BR/bratp2","male",64
"HSLLD/HV2/BR/bribr2","male",53
"HSLLD/HV2/BR/britp2","male",53
"HSLLD/HV2/BR/brnbr2","female",59
"HSLLD/HV2/BR/brtbr2","female",56
"HSLLD/HV2/BR/casbr2","male",54
"HSLLD/HV2/BR/catbr2","female",73
"HSLLD/HV2/BR/chabr2","male",57
"HSLLD/HV2/BR/clabr2","female",57
"HSLLD/HV2/BR/conbr2","male",49
"HSLLD/HV2/BR/ctrbr2","male",55
"HSLLD/HV2/BR/davbr2","male",57
"HSLLD/HV2/BR/diabr2","female",54
"HSLLD/HV2/BR/donbr2","male",61
"HSLLD/HV2/BR/emibr2","female",51
"HSLLD/HV2/BR/ethbr2","male",56
"HSLLD/HV2/BR/frabr2","female",51
"HSLLD/HV2/BR/geobr2","male",56
"HSLLD/HV2/BR/gilbr2","male",53
"HSLLD/HV2/BR/grebr2","male",55
"HSLLD/HV2/BR/inabr2","female",54
"HSLLD/HV2/BR/jacbr2","male",56
"HSLLD/HV2/BR/jambr2","male",58
"HSLLD/HV2/BR/jeabr2","female",61
"HSLLD/HV2/BR/jebbr2","male",57
"HSLLD/HV2/BR/jerbr2","male",59
"HSLLD/HV2/BR/jesbr2","female",53
"HSLLD/HV2/BR/joebr2","male",49
"HSLLD/HV2/BR/joybr2","female",58
"HSLLD/HV2/BR/jusbr2","male",61
"HSLLD/HV2/BR/karbr2","female",53
"HSLLD/HV2/BR/kevbr2","male",58
"HSLLD/HV2/BR/kurbr2","male",57
"HSLLD/HV2/BR/marbr2","female",62
"HSLLD/HV2/BR/maybr2","female",58
"HSLLD/HV2/BR/megbr2","female",57
"HSLLD/HV2/BR/melbr2","female",56
"HSLLD/HV2/BR/monbr2","female",61
"HSLLD/HV2/BR/morbr2","male",61
"HSLLD/HV2/BR/mrkbr2","male",69
"HSLLD/HV2/BR/nicbr2","female",53
"HSLLD/HV2/BR/paubr2","male",55
"HSLLD/HV2/BR/petbr2","male",55
"HSLLD/HV2/BR/rasbr2","female",57
"HSLLD/HV2/BR/rembr2","male",61
"HSLLD/HV2/BR/rocbr2","female",58
"HSLLD/HV2/BR/rosbr2","female",57
"HSLLD/HV2/BR/sarbr2","female",57
"HSLLD/HV2/BR/seabr2","male",56
"HSLLD/HV2/BR/shlbr2","female",55
"HSLLD/HV2/BR/stnbr2","male",55
"HSLLD/HV2/BR/susbr2","female",57
"HSLLD/HV2/BR/tambr2","female",60
"HSLLD/HV2/BR/terbr2","female",62
"HSLLD/HV2/BR/todbr2","female",56
"HSLLD/HV2/BR/tombr2","male",60
"HSLLD/HV2/BR/tribr2","female",59
"HSLLD/HV2/BR/vicbr2","female",57
"HSLLD/HV2/BR/zanbr2","male",53
"HSLLD/HV2/BR/zenbr2","female",68
"HSLLD/HV2/ER/aceer2","female",54
"HSLLD/HV2/ER/admer2","male",60
"HSLLD/HV2/ER/aimer2","female",55
"HSLLD/HV2/ER/alier2","female",53
"HSLLD/HV2/ER/aller2","female",50
"HSLLD/HV2/ER/anaer2","female",59
"HSLLD/HV2/ER/anner2","female",50
"HSLLD/HV2/ER/aprer2","female",55
"HSLLD/HV2/ER/aster2","female",52
"HSLLD/HV2/ER/bober2","male",63
"HSLLD/HV2/ER/braer2","male",64
"HSLLD/HV2/ER/brier2","male",53
"HSLLD/HV2/ER/brner2","female",59
"HSLLD/HV2/ER/brter2","female",56
"HSLLD/HV2/ER/caser2","male",66
"HSLLD/HV2/ER/cater2","female",61
"HSLLD/HV2/ER/chaer2","male",57
"HSLLD/HV2/ER/claer2","female",57
"HSLLD/HV2/ER/coner2","male",49
"HSLLD/HV2/ER/ctrer2","male",55
"HSLLD/HV2/ER/daver2","male",56
"HSLLD/HV2/ER/diaer2","female",54
"HSLLD/HV2/ER/doner2","male",61
"HSLLD/HV2/ER/emier2","female",51
"HSLLD/HV2/ER/ether2","male",56
"HSLLD/HV2/ER/fraer2","female",51
"HSLLD/HV2/ER/geoer2","male",56
"HSLLD/HV2/ER/giler2","male",53
"HSLLD/HV2/ER/greer2","male",55
"HSLLD/HV2/ER/inaer2","female",54
"HSLLD/HV2/ER/jacer2","male",56
"HSLLD/HV2/ER/jamer2","male",58
"HSLLD/HV2/ER/jeaer2","female",61
"HSLLD/HV2/ER/jeber2","male",57
"HSLLD/HV2/ER/jerer2","male",59
"HSLLD/HV2/ER/jeser2","female",53
"HSLLD/HV2/ER/joeer2","male",49
"HSLLD/HV2/ER/joyer2","female",58
"HSLLD/HV2/ER/juser2","male",61
"HSLLD/HV2/ER/karer2","female",53
"HSLLD/HV2/ER/kever2","male",58
"HSLLD/HV2/ER/kurer2","male",57
"HSLLD/HV2/ER/marer2","female",62
"HSLLD/HV2/ER/mayer2","female",58
"HSLLD/HV2/ER/meger2","female",57
"HSLLD/HV2/ER/meler2","female",56
"HSLLD/HV2/ER/moner2","female",61
