"filename","sex","age"
"Braunwald/0diary/020927","female",34
"Braunwald/0diary/020928","female",34
"Braunwald/0diary/021002","female",34
"Braunwald/0diary/021003","female",34
"Braunwald/0diary/021005","female",34
"Braunwald/0diary/021006","female",34
"Braunwald/0diary/021007","female",34
"Braunwald/0diary/021008","female",34
"Braunwald/0diary/021010","female",34
"Braunwald/0diary/021011","female",34
"Braunwald/0diary/021012","female",34
"Braunwald/0diary/021014","female",34
"Braunwald/0diary/021015","female",34
"Braunwald/0diary/021016","female",35
"Braunwald/0diary/021017","female",35
"Braunwald/0diary/021018","female",35
"Braunwald/0diary/021019","female",35
"Braunwald/0diary/021020","female",35
"Braunwald/0diary/021021","female",35
"Braunwald/0diary/021022","female",35
"Braunwald/0diary/021023","female",35
"Braunwald/0diary/021024","female",35
"Braunwald/0diary/021025","female",35
"Braunwald/0diary/021026","female",35
"Braunwald/0diary/021027","female",35
"Braunwald/0diary/021028","female",35
"Braunwald/0diary/021030","female",35
"Braunwald/0diary/021101","female",35
"Braunwald/0diary/021102","female",35
"Braunwald/0diary/021103","female",35
"Braunwald/0diary/021104","female",35
"Braunwald/0diary/021105","female",35
"Braunwald/0diary/021106","female",35
"Braunwald/0diary/021107","female",35
"Braunwald/0diary/021108","female",35
"Braunwald/0diary/021109","female",35
"Braunwald/0diary/021110","female",35
"Braunwald/0diary/021111","female",35
"Braunwald/0diary/021112","female",35
"Braunwald/0diary/021113","female",35
"Braunwald/0diary/021114","female",35
"Braunwald/0diary/021115","female",35
"Braunwald/0diary/021116","female",36
"Braunwald/0diary/021117","female",36
"Braunwald/0diary/021118","female",36
"Braunwald/0diary/021119","female",36
"Braunwald/0diary/021120","female",36
"Braunwald/0diary/021121","female",36
"Braunwald/0diary/021122","female",36
"Braunwald/0diary/021123","female",36
"Braunwald/0diary/021124","female",36
"Braunwald/0diary/021125","female",36
"Braunwald/0diary/021126","female",36
"Braunwald/0diary/021127","female",36
"Braunwald/0diary/021129","female",36
"Braunwald/0diary/021130","female",36
"Braunwald/0diary/030000","female",36
"Braunwald/0diary/030001","female",36
"Braunwald/0diary/030002","female",36
"Braunwald/0diary/030003","female",36
"Braunwald/0diary/030004","female",36
"Braunwald/0diary/030005","female",36
"Braunwald/0diary/030006","female",36
"Braunwald/0diary/030007","female",36
"Braunwald/0diary/030008","female",36
"Braunwald/0diary/030009","female",36
"Braunwald/0diary/030010","female",36
"Braunwald/0diary/030011","female",36
"Braunwald/0diary/030012","female",36
"Braunwald/0diary/030014","female",36
"Braunwald/0diary/030015","female",36
"Braunwald/0diary/030016","female",37
"Braunwald/0diary/030017","female",37
"Braunwald/0diary/030019","female",37
"Braunwald/0diary/030020","female",37
"Braunwald/0diary/030025","female",37
"Braunwald/0diary/030026","female",37
"Braunwald/0diary/030107","female",37
"Braunwald/0diary/030108","female",37
"Braunwald/0diary/030109","female",37
"Braunwald/0diary/030110","female",37
"Braunwald/0diary/030111","female",37
"Braunwald/0diary/030112","female",37
"Braunwald/0diary/030113","female",37
"Braunwald/0diary/030114","female",37
"Braunwald/0diary/030115","female",37
"Braunwald/0diary/030118","female",38
"Braunwald/0diary/030119","female",38
"Braunwald/0diary/030120","female",38
"Braunwald/0diary/030121","female",38
"Braunwald/0diary/030122","female",38
"Braunwald/0diary/030123","female",38
"Braunwald/0diary/030124","female",38
"Braunwald/0diary/030125","female",38
"Braunwald/0diary/030127","female",38
"Braunwald/0diary/030128","female",38
"Braunwald/0diary/030129","female",38
"Braunwald/0diary/030130","female",38
"Braunwald/0diary/030206","female",38
"Braunwald/0diary/030213","female",38
"Braunwald/0diary/030214","female",38
"Braunwald/0diary/030215","female",38
"Braunwald/0diary/030216","female",39
"Braunwald/0diary/030217","female",39
"Braunwald/0diary/030218","female",39
"Braunwald/0diary/030219","female",39
"Braunwald/0diary/030220","female",39
"Braunwald/0diary/030221","female",39
"Braunwald/0diary/030222","female",39
"Braunwald/0diary/030223","female",39
"Braunwald/0diary/030229","female",39
"Braunwald/0diary/030300","female",39
"Braunwald/0diary/030301","female",39
"Braunwald/0diary/030302","female",39
"Braunwald/0diary/030303","female",39
"Braunwald/0diary/030304","female",39
"Braunwald/0diary/030305","female",39
"Braunwald/0diary/030306","female",39
"Braunwald/0diary/030307","female",39
"Braunwald/0diary/030308","female",39
"Braunwald/0diary/030309","female",39
"Braunwald/0diary/030310","female",39
"Braunwald/0diary/030311","female",39
"Braunwald/0diary/030312","female",39
"Braunwald/0diary/030313","female",39
"Braunwald/0diary/030314","female",39
"Braunwald/0diary/030315","female",39
"Braunwald/0diary/030316","female",40
"Braunwald/0diary/030317","female",40
"Braunwald/0diary/030318","female",40
"Braunwald/0diary/030319","female",40
"Braunwald/0diary/030320","female",40
"Braunwald/0diary/030321","female",40
"Braunwald/0diary/030322","female",40
"Braunwald/0diary/030323","female",40
"Braunwald/0diary/030324","female",40
"Braunwald/0diary/030325","female",40
"Braunwald/0diary/030405","female",40
"Braunwald/0diary/030406","female",40
"Braunwald/0diary/030407","female",40
"Braunwald/0diary/030408","female",40
"Braunwald/0diary/030409","female",40
"Braunwald/0diary/030410","female",40
"Braunwald/0diary/030411","female",40
"Braunwald/0diary/030412","female",40
"Braunwald/0diary/030413","female",40
"Braunwald/0diary/030414","female",40
"Braunwald/0diary/030415","female",40
"Braunwald/0diary/030416","female",41
"Braunwald/0diary/030417","female",41
"Braunwald/0diary/030418","female",41
"Braunwald/0diary/030419","female",41
"Braunwald/0diary/030420","female",41
"Braunwald/0diary/030421","female",41
"Braunwald/0diary/030422","female",41
"Braunwald/0diary/030423","female",41
"Braunwald/0diary/030424","female",41
"Braunwald/0diary/030425","female",41
"Braunwald/0diary/030426","female",41
"Braunwald/0diary/030427","female",41
"Braunwald/0diary/030428","female",41
"Braunwald/0diary/030429","female",41
"Braunwald/0diary/030500","female",41
"Braunwald/1-05-09","female",18
"Braunwald/1-05-10","female",17
"Braunwald/1-05-11","female",17
"Braunwald/1-05-12","female",17
"Braunwald/1-05-13","female",17
"Braunwald/1-05-14","female",17
"Braunwald/1-05-22","female",18
"Braunwald/1-05-28","female",18
"Braunwald/1-06-00a","female",18
"Braunwald/1-06-00b","female",18
"Braunwald/1-06-02","female",18
"Braunwald/1-06-03","female",18
"Braunwald/1-06-04a","female",18
"Braunwald/1-06-04b","female",18
"Braunwald/1-06-05","female",18
"Braunwald/1-06-07","female",18
"Braunwald/1-06-14a","female",18
"Braunwald/1-06-14b","female",18
"Braunwald/1-06-15","female",18
"Braunwald/1-06-16a","female",19
"Braunwald/1-06-16b","female",19
"Braunwald/1-06-19","female",19
"Braunwald/1-06-21","female",19
"Braunwald/1-06-27","female",19
"Braunwald/1-06-28","female",19
"Braunwald/1-06-29","female",19
"Braunwald/1-07-05","female",19
"Braunwald/1-07-06","female",19
"Braunwald/1-07-07","female",19
"Braunwald/1-07-08","female",19
"Braunwald/1-07-17","female",20
"Braunwald/1-07-19","female",20
"Braunwald/1-07-20","female",20
"Braunwald/1-07-21","female",20
"Braunwald/1-07-25","female",20
"Braunwald/1-08-19","female",21
"Braunwald/1-08-24","female",21
"Braunwald/1-09-02","female",21
"Braunwald/1-09-05","female",21
"Braunwald/1-09-06","female",21
"Braunwald/1-09-16","female",22
"Braunwald/1-10-00","female",22
"Braunwald/1-10-08","female",22
"Braunwald/1-10-09","female",22
"Braunwald/1-10-10","female",22
"Braunwald/1-10-14","female",22
"Braunwald/1-10-19","female",23
"Braunwald/1-10-20","female",23
"Braunwald/1-10-23","female",23
"Braunwald/1-10-24","female",23
"Braunwald/1-10-27","female",23
"Braunwald/1-11-03","female",23
"Braunwald/1-11-09","female",23
"Braunwald/1-11-13","female",23
"Braunwald/1-11-16","female",24
"Braunwald/1-11-18","female",24
"Braunwald/1-11-24","female",24
"Braunwald/1-11-25","female",24
"Braunwald/1-11-26","female",24
"Braunwald/1-11-30","female",24
"Braunwald/1-11-31","female",24
"Braunwald/2-00-00","female",24
"Braunwald/2-00-10","female",24
"Braunwald/2-00-17","female",25
"Braunwald/2-00-23","female",25
"Braunwald/2-00-24","female",25
"Braunwald/2-01-10","female",25
"Braunwald/2-01-13","female",25
"Braunwald/2-01-15","female",25
"Braunwald/2-01-19","female",26
"Braunwald/2-01-20","female",26
"Braunwald/2-01-21","female",26
"Braunwald/2-01-22","female",26
"Braunwald/2-01-24","female",26
"Braunwald/2-01-26","female",26
"Braunwald/2-01-28","female",26
"Braunwald/2-01-29","female",26
"Braunwald/2-02-00","female",26
"Braunwald/2-02-03","female",26
"Braunwald/2-02-12a","female",26
"Braunwald/2-02-12b","female",26
"Braunwald/2-02-15","female",26
"Braunwald/2-02-17","female",27
"Braunwald/2-02-18","female",27
"Braunwald/2-02-21","female",27
"Braunwald/2-02-23","female",27
"Braunwald/2-02-24","female",27
"Braunwald/2-02-25","female",27
"Braunwald/2-02-26","female",27
"Braunwald/2-02-27","female",27
"Braunwald/2-02-28","female",27
"Braunwald/2-03-00","female",27
"Braunwald/2-03-05","female",27
"Braunwald/2-03-06","female",27
"Braunwald/2-03-08b","female",27
"Braunwald/2-03-11","female",27
"Braunwald/2-03-12","female",27
"Braunwald/2-03-13","female",27
"Braunwald/2-03-23","female",28
"Braunwald/2-03-30","female",28
"Braunwald/2-03-XXa","female",27
"Braunwald/2-03-XXb","female",27
"Braunwald/2-04-05","female",28
"Braunwald/2-04-06","female",28
"Braunwald/2-04-11","female",28
"Braunwald/2-04-16","female",29
"Braunwald/2-04-23","female",29
"Braunwald/2-04-24","female",29
"Braunwald/2-04-26","female",29
"Braunwald/2-05-01","female",29
"Braunwald/2-05-02","female",29
"Braunwald/2-05-26","female",30
"Braunwald/2-05-30","female",30
"Braunwald/2-06-03","female",30
"Braunwald/2-06-04","female",30
"Braunwald/2-06-06","female",30
"Braunwald/2-06-07","female",30
"Braunwald/2-06-10","female",30
"Braunwald/2-06-15","female",30
"Braunwald/2-06-16","female",31
"Braunwald/2-06-21","female",31
"Braunwald/2-06-23","female",31
"Braunwald/2-06-24","female",31
"Braunwald/2-07-08","female",31
"Braunwald/2-07-10","female",31
"Braunwald/2-08-11","female",32
"Braunwald/2-08-14","female",32
"Braunwald/2-08-19","female",33
"Braunwald/3-00-00","female",36
"Braunwald/3-00-01","female",36
"Braunwald/3-00-06","female",36
"Braunwald/3-00-07","female",36
"Braunwald/3-00-08","female",36
"Braunwald/3-00-09","female",36
"Braunwald/3-00-10","female",36
"Braunwald/3-00-18","female",37
"Braunwald/3-00-19","female",37
"Braunwald/3-00-22","female",37
"Braunwald/3-01-13","female",37
"Braunwald/3-01-25","female",38
"Braunwald/3-01-26","female",38
"Braunwald/3-01-28","female",38
"Braunwald/3-02-16","female",40
"Braunwald/3-03-11","female",39
"Braunwald/3-03-16","female",40
"Braunwald/3-03-24","female",40
"Braunwald/3-04-22","female",41
"Braunwald/3-04-23","female",41
"Braunwald/3-05-28a","female",42
"Braunwald/3-05-28b","female",42
"Braunwald/3-05-28c","female",42
"Braunwald/3-05-28d","female",42
"Braunwald/3-05-28e","female",42
"Braunwald/3-06-16","female",43
"Braunwald/3-06-17","female",43
"Braunwald/3-06-18a","female",43
"Braunwald/3-06-18b","female",43
"Braunwald/3-06-19","female",43
"Braunwald/3-06-21","female",43
"Braunwald/3-06-22","female",43
"Braunwald/3-06-23","female",43
"Braunwald/3-06-27a","female",43
"Braunwald/3-06-27b","female",43
"Braunwald/3-06-28","female",43
"Braunwald/3-07-00","female",43
"Braunwald/3-07-02","female",43
"Braunwald/3-07-02b","female",43
"Braunwald/3-07-02c","female",43
"Braunwald/3-07-02d","female",43
"Braunwald/3-07-02e","female",43
"Braunwald/3-07-02f","female",43
"Braunwald/3-07-02g","female",43
"Braunwald/3-11-17","female",48
"Braunwald/4-02-11a","female",50
"Braunwald/4-02-11b","female",50
"Braunwald/4-02-14","female",50
"Braunwald/4-02-17","female",51
"Braunwald/4-02-29a","female",51
"Braunwald/4-02-29b","female",51
"Braunwald/4-03-01","female",51
"Braunwald/4-03-01b","female",51
"Braunwald/4-03-07","female",51
"Braunwald/4-03-07b","female",51
"Braunwald/4-03-11a","female",51
"Braunwald/4-03-11b","female",51
"Braunwald/4-03-11c","female",51
"Braunwald/4-07-11a","female",55
"Braunwald/4-07-11b","female",55
"Braunwald/4-07-11c","female",55
"Braunwald/4-07-11d","female",55
"Braunwald/4-07-18a","female",56
"Braunwald/4-07-18b","female",56
"Braunwald/4-07-18c","female",56
"Braunwald/4-07-18d","female",56
"Braunwald/4-07-18e","female",56
"Braunwald/4-10-xx","female",58
"Braunwald/5-10-13","female",70
"Braunwald/6-04-17","female",77
"Braunwald/6-05-03","female",77
"Braunwald/7-00-14","female",84
"Brent/c1/c1-0902","female",9
"Brent/c1/c1-0917","female",10
"Brent/c1/c1-0930","None","None"
"Brent/c1/c1-1014","female",10
"Brent/c1/c1-1027","female",11
"Brent/c1/c1-1129","female",12
"Brent/c1/c1-1207","female",12
"Brent/c1/c1-1217","female",13
"Brent/c1/c1-1309","female",13
"Brent/c1/c1-1321","female",14
"Brent/c1/c1-1329","female",14
"Brent/c1/c1-1417","female",15
"Brent/c1/c1-1504","female",15
"Brent/d1/d1-0904","female",9
"Brent/d1/d1-0925","None","None"
"Brent/d1/d1-1026","female",11
"Brent/d1/d1-1106","female",11
"Brent/d1/d1-1120","female",12
"Brent/d1/d1-1224","female",13
"Brent/d1/d1-1310","female",13
"Brent/d1/d1-1324","female",14
"Brent/d1/d1-1407","female",14
"Brent/d1/d1-1417","female",15
"Brent/d1/d1-1428","female",15
"Brent/f1/f1-0828","male",9
"Brent/f1/f1-0910","None","None"
"Brent/f1/f1-1003","male",10
"Brent/f1/f1-1013","male",10
"Brent/f1/f1-1022","male",11
"Brent/f1/f1-1106","male",11
"Brent/f1/f1-1120","male",12
"Brent/f1/f1-1206","None","None"
"Brent/f1/f1-1304","female",13
"Brent/f1/f1-1318","None","None"
"Brent/f1/f1-1402","male",14
"Brent/f1/f1-1424","male",15
"Brent/f1/f1-1504","male",15
"Brent/f2/f2-0827","None","None"
"Brent/f2/f2-0912","female",9
"Brent/f2/f2-0927","None","None"
"Brent/f2/f2-1010","female",10
"Brent/f2/f2-1024","female",11
"Brent/f2/f2-1121","None","None"
"Brent/f2/f2-1205","female",12
"Brent/f2/f2-1218","female",13
"Brent/f2/f2-1303","None","None"
"Brent/f2/f2-1317","female",14
"Brent/f2/f2-1414","female",14
"Brent/i1/i1-0901","male",9
"Brent/i1/i1-0914","male",9
"Brent/i1/i1-0930","male",10
"Brent/i1/i1-1005","male",10
"Brent/i1/i1-1207","male",12
"Brent/i1/i1-1227","male",13
"Brent/i1/i1-1311","male",13
"Brent/i1/i1-1318","male",14
"Brent/i1/i1-1325","male",14
"Brent/i1/i1-1425","male",15
"Brent/i1/i1-1508","male",15
"Brent/j1/j1-0908","male",9
"Brent/j1/j1-0922","male",10
"Brent/j1/j1-1005","male",10
"Brent/j1/j1-1023","None","None"
"Brent/j1/j1-1106","male",11
"Brent/j1/j1-1115","None","None"
"Brent/j1/j1-1201","male",12
"Brent/j1/j1-1214","None","None"
"Brent/j1/j1-1229","None","None"
"Brent/j1/j1-1318","male",14
"Brent/j1/j1-1323","male",14
"Brent/j1/j1-1415","male",14
"Brent/j1/j1-1420","male",15
"Brent/j1/j1-1505","male",15
"Brent/m2/m2-0907","None","None"
"Brent/m2/m2-0928","None","None"
"Brent/m2/m2-1013","male",10
"Brent/m2/m2-1027","male",11
"Brent/m2/m2-1113","None","None"
"Brent/m2/m2-1223","None","None"
"Brent/m2/m2-1311","male",13
"Brent/m2/m2-1322","None","None"
"Brent/m2/m2-1413","male",14
"Brent/m2/m2-1504","male",15
"Brent/q1/q1-0900","None","None"
"Brent/q1/q1-0928","female",10
"Brent/q1/q1-1012","None","None"
"Brent/q1/q1-1026","None","None"
"Brent/q1/q1-1109","None","None"
"Brent/q1/q1-1128","None","None"
"Brent/q1/q1-1405","female",14
"Brent/s1/s1-0902","male",9
"Brent/s1/s1-0919","male",10
"Brent/s1/s1-1001","None","None"
"Brent/s1/s1-1015","male",10
"Brent/s1/s1-1029","male",11
"Brent/s1/s1-1113","male",11
"Brent/s1/s1-1126","male",12
"Brent/s1/s1-1210","male",12
"Brent/s1/s1-1224","male",13
"Brent/s1/s1-1308","male",13
"Brent/s1/s1-1322","male",14
"Brent/s1/s1-1406","male",14
"Brent/s1/s1-1424","male",15
"Brent/s1/s1-1500","male",15
"Brent/s2/s2-0905","None","None"
"Brent/s2/s2-0921","female",10
"Brent/s2/s2-1004","female",10
"Brent/s2/s2-1018","female",11
"Brent/s2/s2-1105","female",11
"Brent/s2/s2-1124","female",12
"Brent/s2/s2-1206","None","None"
"Brent/s2/s2-1222","female",13
"Brent/s2/s2-1309","female",13
"Brent/s2/s2-1320","female",14
"Brent/s2/s2-1404","None","None"
"Brent/s2/s2-1420","female",15
"Brent/s2/s2-1424","female",15
"Brent/s3/s3-0913","None","None"
"Brent/s3/s3-1028","None","None"
"Brent/s3/s3-1112","male",11
"Brent/s3/s3-1128","None","None"
"Brent/s3/s3-1209","None","None"
"Brent/s3/s3-1323","male",14
"Brent/t1/t1-0830","None","None"
"Brent/t1/t1-0927","male",10
"Brent/t1/t1-1016","male",11
"Brent/t1/t1-1025","None","None"
"Brent/t1/t1-1108","male",11
"Brent/t1/t1-1126","male",12
"Brent/t1/t1-1205","male",12
"Brent/t1/t1-1219","male",13
"Brent/t1/t1-1310","male",13
"Brent/t1/t1-1319","male",14
"Brent/t1/t1-1416","male",15
"Brent/v1/v1-0828","male",9
"Brent/v1/v1-0910","None","None"
"Brent/v1/v1-0924","male",10
"Brent/v1/v1-1007","male",10
"Brent/v1/v1-1024","male",11
"Brent/v1/v1-1115","male",11
"Brent/v1/v1-1207","male",12
"Brent/v1/v1-1221","male",13
"Brent/v1/v1-1305","None","None"
"Brent/v1/v1-1319","male",14
"Brent/v1/v1-1403","None","None"
"Brent/v1/v1-1417","male",15
"Brent/v1/v1-1506","male",15
"Brent/v2/v2-0903","None","None"
"Brent/v2/v2-1000","male",10
"Brent/v2/v2-1014","None","None"
"Brent/v2/v2-1028","male",11
"Brent/v2/v2-1112","male",11
"Brent/v2/v2-1125","male",12
"Brent/v2/v2-1223","None","None"
"Brent/v2/v2-1307","None","None"
"Brent/v2/v2-1321","male",14
"Brent/v2/v2-1405","male",14
"Brent/v2/v2-1508","None","None"
"Brent/w1/w1-0913","female",9
"Brent/w1/w1-1005","None","None"
"Brent/w1/w1-1011","female",10
"Brent/w1/w1-1025","female",11
"Brent/w1/w1-1123","None","None"
"Brent/w1/w1-1206","None","None"
"Brent/w1/w1-1220","female",13
"Brent/w1/w1-1303","female",13
"Brent/w1/w1-1417","female",15
"Brent/w1/w1-1428","female",27
"Brent/w3/w3-0923","male",10
"Brent/w3/w3-1107","male",11
"Brent/w3/w3-1122","None",12
"Brent/w3/w3-1208","male",12
"Brent/w3/w3-1218","male",13
"Brent/w3/w3-1301","male",13
"Brent/w3/w3-1316","male",14
"Brent/w3/w3-1401","male",14
"Brent/w3/w3-1421","male",15
"Brent/w3/w3-1429","male",15
"Brent/w3/w3-1512","male",15
"Brown/Adam/adam01","male",27
"Brown/Adam/adam02","male",28
"Brown/Adam/adam03","male",28
"Brown/Adam/adam04","male",28
"Brown/Adam/adam05","male",29
"Brown/Adam/adam06","male",29
"Brown/Adam/adam07","male",30
"Brown/Adam/adam08","male",31
"Brown/Adam/adam09","male",31
"Brown/Adam/adam10","male",31
"Brown/Adam/adam11","male",32
"Brown/Adam/adam12","male",33
"Brown/Adam/adam13","male",33
"Brown/Adam/adam14","male",34
"Brown/Adam/adam15","male",34
"Brown/Adam/adam16","male",35
"Brown/Adam/adam17","male",35
"Brown/Adam/adam18","male",35
"Brown/Adam/adam19","male",36
"Brown/Adam/adam20","male",36
"Brown/Adam/adam21","male",37
"Brown/Adam/adam22","male",37
"Brown/Adam/adam23","male",38
"Brown/Adam/adam24","male",38
"Brown/Adam/adam25","male",39
"Brown/Adam/adam26","male",39
"Brown/Adam/adam27","male",40
"Brown/Adam/adam28","male",40
"Brown/Adam/adam29","male",41
"Brown/Adam/adam30","male",41
"Brown/Adam/adam31","male",41
"Brown/Adam/adam32","male",42
"Brown/Adam/adam33","male",42
"Brown/Adam/adam34","male",43
"Brown/Adam/adam35","male",44
"Brown/Adam/adam36","male",44
"Brown/Adam/adam37","male",45
"Brown/Adam/adam38","male",46
"Brown/Adam/adam39","male",46
"Brown/Adam/adam40","male",47
"Brown/Adam/adam41","male",47
"Brown/Adam/adam42","male",48
"Brown/Adam/adam43","male",49
"Brown/Adam/adam44","male",51
"Brown/Adam/adam45","male",51
"Brown/Adam/adam46","male",52
"Brown/Adam/adam47","male",52
"Brown/Adam/adam48","male",53
"Brown/Adam/adam49","male",55
"Brown/Adam/adam50","male",55
"Brown/Adam/adam51","male",56
"Brown/Adam/adam52","male",57
"Brown/Adam/adam53","male",58
"Brown/Adam/adam54","male",59
"Brown/Adam/adam55","male",62
"Brown/Eve/eve01","female",18
"Brown/Eve/eve02","female",18
"Brown/Eve/eve03","female",19
"Brown/Eve/eve04","female",19
"Brown/Eve/eve05","female",20
"Brown/Eve/eve06","female",21
"Brown/Eve/eve07","female",21
"Brown/Eve/eve08","female",21
"Brown/Eve/eve09","female",22
"Brown/Eve/eve10","female",22
"Brown/Eve/eve11","female",23
"Brown/Eve/eve12","female",23
"Brown/Eve/eve13","female",24
"Brown/Eve/eve14","female",24
"Brown/Eve/eve15","female",25
"Brown/Eve/eve16","female",25
"Brown/Eve/eve17","female",26
"Brown/Eve/eve18","female",26
"Brown/Eve/eve19","female",27
"Brown/Eve/eve20","female",27
"Brown/Sarah/sarah001","female",27
"Brown/Sarah/sarah002","female",27
"Brown/Sarah/sarah003","female",28
"Brown/Sarah/sarah004","female",28
"Brown/Sarah/sarah005","female",28
"Brown/Sarah/sarah006","female",28
"Brown/Sarah/sarah007","female",28
"Brown/Sarah/sarah008","female",28
"Brown/Sarah/sarah009","female",29
"Brown/Sarah/sarah010","female",29
"Brown/Sarah/sarah011","female",29
"Brown/Sarah/sarah012","female",29
"Brown/Sarah/sarah013","female",29
"Brown/Sarah/sarah014","female",30
"Brown/Sarah/sarah015","female",30
"Brown/Sarah/sarah016","female",30
"Brown/Sarah/sarah017","female",30
"Brown/Sarah/sarah018","female",31
"Brown/Sarah/sarah019","female",31
"Brown/Sarah/sarah020","female",31
"Brown/Sarah/sarah021","female",31
"Brown/Sarah/sarah022","female",32
"Brown/Sarah/sarah023","female",32
"Brown/Sarah/sarah024","female",32
"Brown/Sarah/sarah025","female",33
"Brown/Sarah/sarah026","female",33
"Brown/Sarah/sarah027","female",33
"Brown/Sarah/sarah028","female",33
"Brown/Sarah/sarah029","female",33
"Brown/Sarah/sarah030","female",34
"Brown/Sarah/sarah031","female",34
"Brown/Sarah/sarah032","female",34
"Brown/Sarah/sarah033","female",34
"Brown/Sarah/sarah034","female",35
"Brown/Sarah/sarah035","female",35
"Brown/Sarah/sarah036","female",35
"Brown/Sarah/sarah037","female",36
"Brown/Sarah/sarah038","female",36
"Brown/Sarah/sarah039","female",36
"Brown/Sarah/sarah040","female",37
"Brown/Sarah/sarah041","female",37
"Brown/Sarah/sarah042","female",37
"Brown/Sarah/sarah043","female",37
"Brown/Sarah/sarah044","female",37
"Brown/Sarah/sarah045","female",38
"Brown/Sarah/sarah046","female",38
"Brown/Sarah/sarah047","female",38
"Brown/Sarah/sarah048","female",38
"Brown/Sarah/sarah049","female",39
"Brown/Sarah/sarah050","female",39
"Brown/Sarah/sarah051","female",39
"Brown/Sarah/sarah052","female",39
"Brown/Sarah/sarah053","female",39
"Brown/Sarah/sarah054","female",40
"Brown/Sarah/sarah055","female",40
"Brown/Sarah/sarah056","female",40
"Brown/Sarah/sarah057","female",40
"Brown/Sarah/sarah058","female",41
"Brown/Sarah/sarah059","female",41
"Brown/Sarah/sarah060","female",41
"Brown/Sarah/sarah061","female",41
"Brown/Sarah/sarah062","female",41
"Brown/Sarah/sarah063","female",42
"Brown/Sarah/sarah064","female",42
"Brown/Sarah/sarah065","female",43
"Brown/Sarah/sarah066","female",43
"Brown/Sarah/sarah067","female",43
"Brown/Sarah/sarah068","female",43
"Brown/Sarah/sarah069","female",44
"Brown/Sarah/sarah070","female",44
"Brown/Sarah/sarah071","female",44
"Brown/Sarah/sarah072","female",44
"Brown/Sarah/sarah073","female",44
"Brown/Sarah/sarah074","female",45
"Brown/Sarah/sarah075","female",45
"Brown/Sarah/sarah076","female",45
"Brown/Sarah/sarah077","female",46
"Brown/Sarah/sarah078","female",46
"Brown/Sarah/sarah079","female",46
"Brown/Sarah/sarah080","female",46
"Brown/Sarah/sarah081","female",46
"Brown/Sarah/sarah082","female",47
"Brown/Sarah/sarah083","female",47
"Brown/Sarah/sarah084","female",47
"Brown/Sarah/sarah085","female",48
"Brown/Sarah/sarah086","female",48
"Brown/Sarah/sarah087","female",48
"Brown/Sarah/sarah088","female",48
"Brown/Sarah/sarah089","female",49
"Brown/Sarah/sarah090","female",49
"Brown/Sarah/sarah091","female",49
"Brown/Sarah/sarah092","female",50
"Brown/Sarah/sarah093","female",50
"Brown/Sarah/sarah094","female",50
"Brown/Sarah/sarah095","female",50
"Brown/Sarah/sarah096","female",51
"Brown/Sarah/sarah097","female",51
"Brown/Sarah/sarah098","female",51
"Brown/Sarah/sarah099","female",51
"Brown/Sarah/sarah100","female",51
"Brown/Sarah/sarah101","female",52
"Brown/Sarah/sarah102","female",52
"Brown/Sarah/sarah103","female",52
"Brown/Sarah/sarah104","female",52
"Brown/Sarah/sarah105","female",53
"Brown/Sarah/sarah106","female",53
"Brown/Sarah/sarah107","female",53
"Brown/Sarah/sarah108","female",53
"Brown/Sarah/sarah109","female",53
"Brown/Sarah/sarah110","female",54
"Brown/Sarah/sarah111","female",54
"Brown/Sarah/sarah112","female",54
"Brown/Sarah/sarah113","female",54
"Brown/Sarah/sarah114","female",55
"Brown/Sarah/sarah115","female",55
"Brown/Sarah/sarah116","female",55
"Brown/Sarah/sarah117","female",55
"Brown/Sarah/sarah118","female",56
"Brown/Sarah/sarah119","female",56
"Brown/Sarah/sarah120","female",56
"Brown/Sarah/sarah121","female",56
"Brown/Sarah/sarah122","female",57
"Brown/Sarah/sarah123","female",57
"Brown/Sarah/sarah124","female",57
"Brown/Sarah/sarah125","female",58
"Brown/Sarah/sarah126","female",58
"Brown/Sarah/sarah127","female",58
"Brown/Sarah/sarah128","female",59
"Brown/Sarah/sarah129","female",59
"Brown/Sarah/sarah130","female",59
"Brown/Sarah/sarah131","female",59
"Brown/Sarah/sarah132","female",60
"Brown/Sarah/sarah133","female",60
"Brown/Sarah/sarah134","female",60
"Brown/Sarah/sarah135","female",60
"Brown/Sarah/sarah136","female",61
"Brown/Sarah/sarah137","female",61
"Brown/Sarah/sarah138","female",61
"Brown/Sarah/sarah139","female",61
"Carterette/adult","None","None"
"Carterette/fifth","None","None"
"Carterette/first","None","None"
"Carterette/third","None","None"
"Clark/shem01","male",27
"Clark/shem02","male",27
"Clark/shem03","male",27
"Clark/shem04","male",28
"Clark/shem05","male",28
"Clark/shem06","male",28
"Clark/shem07","male",28
"Clark/shem08","male",29
"Clark/shem09","male",29
"Clark/shem10","male",29
"Clark/shem11","male",29
"Clark/shem12","male",30
"Clark/shem13","male",30
"Clark/shem14","male",30
"Clark/shem15","male",30
"Clark/shem16","male",31
"Clark/shem17","male",31
"Clark/shem18","male",32
"Clark/shem19","male",32
"Clark/shem20","male",32
"Clark/shem21a","male",32
"Clark/shem21b","male",32
"Clark/shem22a","male",33
"Clark/shem22b","male",33
"Clark/shem23","male",33
"Clark/shem24","male",33
"Clark/shem25","male",33
"Clark/shem26","male",34
